club,aim_offset,mean_birdie_prob,var_birdie_prob
6 Iron,-16.0,0.1373473765949408,0.0018110072643939235
6 Iron,-14.0,0.13505250016848247,0.0018400740669394415
6 Iron,-12.0,0.14227437327305476,0.001662826922336342
6 Iron,-10.0,0.15885537366072336,0.0010806543809843375
6 Iron,-8.0,0.15785475422938663,0.0010206286198898768
6 Iron,-6.0,0.16132648835579555,0.0009954098713841487
6 Iron,-4.0,0.15943323820829391,0.0016843242908653022
6 Iron,-2.0,0.16330045958360037,0.0010434841015887553
6 Iron,0.0,0.17197752396265667,0.0008480949814441797
6 Iron,2.0,0.15996443430582682,0.001028445461968256
6 Iron,4.0,0.15505392303069432,0.001618967467968561
6 Iron,6.0,0.155196579794089,0.0014565183266003437
6 Iron,8.0,0.15938312709331512,0.001191489069014541
6 Iron,10.0,0.1717688575387001,0.0007291894528823889
6 Iron,12.0,0.16509420548876128,0.0012556900250311497
6 Iron,14.0,0.1706671416759491,0.0005793630300081472
6 Iron,16.0,0.17913415431976318,0.0004750494658739424
6 Iron,18.0,0.16857499877611795,0.0005130745814108451
6 Iron,20.0,0.1744330957531929,0.0006860452403303404
60 deg,-20.0,0.0024138445655504863,1.2111623616396626e-06
60 deg,-18.0,0.0025041297078132628,1.0152430273232167e-06
60 deg,-16.0,0.0019551689426104226,1.4820680166980104e-06
60 deg,-14.0,0.0017928794026374818,1.5214846427243541e-06
60 deg,-12.0,0.0015582387646039327,1.6447790473233464e-06
60 deg,-10.0,0.0012607420484224954,1.4538735052228706e-06
60 deg,-8.0,0.0017612909277280172,1.1116424609222994e-06
60 deg,-6.0,0.0015480503439903258,1.7089376549036157e-06
60 deg,-4.0,0.001390777031580607,1.7347699666952427e-06
60 deg,-2.0,0.00155009130636851,1.0385490002611737e-06
60 deg,0.0,0.001264028251171112,1.2628867936255913e-06
60 deg,2.0,0.0011689027150472006,1.2603333830194274e-06
60 deg,4.0,0.001437675952911377,6.842628614596908e-07
60 deg,6.0,0.0012945855657259624,1.2309645797212476e-06
60 deg,8.0,0.0009783228238423665,1.3114786590900312e-06
60 deg,10.0,0.000987428923447927,1.0220510483225118e-06
60 deg,12.0,0.0009095241626103719,1.0418233645667938e-06
60 deg,14.0,0.0009111990531285604,1.000779344236196e-06
60 deg,16.0,0.0007842227816581727,1.293844879785381e-06
60 deg,18.0,0.0006927018364270528,9.614959360794274e-07
