x,y,N,tolerance,club_agreement,aim_agreement,median_aim,n_seeds
4.444444444444443,206.024948702328,300,2,0.99,0.8,0.0,100
4.444444444444443,206.024948702328,300,3,0.99,0.8,0.0,100
4.444444444444443,214.6930014080129,10,1,0.92,0.21,-2.0,100
4.444444444444443,214.6930014080129,10,2,0.92,0.5,-2.0,100
4.444444444444443,214.6930014080129,10,3,0.92,0.5,-2.0,100
4.444444444444443,214.6930014080129,20,1,1.0,0.28,-2.0,100
4.444444444444443,214.6930014080129,20,2,1.0,0.67,-2.0,100
4.444444444444443,214.6930014080129,20,3,1.0,0.67,-2.0,100
4.444444444444443,214.6930014080129,30,1,1.0,0.27,-2.0,100
4.444444444444443,214.6930014080129,30,2,1.0,0.68,-2.0,100
4.444444444444443,214.6930014080129,30,3,1.0,0.68,-2.0,100
4.444444444444443,214.6930014080129,50,1,1.0,0.28,-2.0,100
4.444444444444443,214.6930014080129,50,2,1.0,0.7,-2.0,100
4.444444444444443,214.6930014080129,50,3,1.0,0.7,-2.0,100
4.444444444444443,214.6930014080129,100,1,1.0,0.28,-2.0,100
4.444444444444443,214.6930014080129,100,2,1.0,0.72,-2.0,100
4.444444444444443,214.6930014080129,100,3,1.0,0.72,-2.0,100
4.444444444444443,214.6930014080129,150,1,1.0,0.35,-2.0,100
4.444444444444443,214.6930014080129,150,2,1.0,0.8,-2.0,100
4.444444444444443,214.6930014080129,150,3,1.0,0.8,-2.0,100
4.444444444444443,214.6930014080129,200,1,1.0,0.38,-2.0,100
4.444444444444443,214.6930014080129,200,2,1.0,0.86,-2.0,100
4.444444444444443,214.6930014080129,200,3,1.0,0.86,-2.0,100
4.444444444444443,214.6930014080129,250,1,1.0,0.38,-2.0,100
4.444444444444443,214.6930014080129,250,2,1.0,0.85,-2.0,100
4.444444444444443,214.6930014080129,250,3,1.0,0.85,-2.0,100
4.444444444444443,214.6930014080129,300,1,1.0,0.38,-2.0,100
4.444444444444443,214.6930014080129,300,2,1.0,0.84,-2.0,100
4.444444444444443,214.6930014080129,300,3,1.0,0.84,-2.0,100
4.444444444444443,223.36105411369775,10,1,0.58,0.23,-4.0,100
4.444444444444443,223.36105411369775,10,2,0.58,0.54,-4.0,100
4.444444444444443,223.36105411369775,10,3,0.58,0.54,-4.0,100
4.444444444444443,223.36105411369775,20,1,0.51,0.22,-4.0,100
4.444444444444443,223.36105411369775,20,2,0.51,0.58,-4.0,100
4.444444444444443,223.36105411369775,20,3,0.51,0.58,-4.0,100
4.444444444444443,223.36105411369775,30,1,0.59,0.25,-4.0,100
4.444444444444443,223.36105411369775,30,2,0.59,0.67,-4.0,100
4.444444444444443,223.36105411369775,30,3,0.59,0.67,-4.0,100
4.444444444444443,223.36105411369775,50,1,0.53,0.24,-4.0,100
4.444444444444443,223.36105411369775,50,2,0.53,0.71,-4.0,100
4.444444444444443,223.36105411369775,50,3,0.53,0.71,-4.0,100
4.444444444444443,223.36105411369775,100,1,0.6,0.36,-6.0,100
4.444444444444443,223.36105411369775,100,2,0.6,0.85,-6.0,100
4.444444444444443,223.36105411369775,100,3,0.6,0.85,-6.0,100
4.444444444444443,223.36105411369775,150,1,0.6,0.64,-5.0,100
4.444444444444443,223.36105411369775,150,2,0.6,0.64,-5.0,100
4.444444444444443,223.36105411369775,150,3,0.6,0.97,-5.0,100
4.444444444444443,223.36105411369775,200,1,0.56,0.43,-6.0,100
4.444444444444443,223.36105411369775,200,2,0.56,0.87,-6.0,100
4.444444444444443,223.36105411369775,200,3,0.56,0.87,-6.0,100
4.444444444444443,223.36105411369775,250,1,0.56,0.43,-6.0,100
4.444444444444443,223.36105411369775,250,2,0.56,0.88,-6.0,100
4.444444444444443,223.36105411369775,250,3,0.56,0.88,-6.0,100
4.444444444444443,223.36105411369775,300,1,0.59,0.37,-6.0,100
4.444444444444443,223.36105411369775,300,2,0.59,0.91,-6.0,100
4.444444444444443,223.36105411369775,300,3,0.59,0.91,-6.0,100
4.444444444444443,232.02910681938263,10,1,0.42,0.1,-6.0,100
4.444444444444443,232.02910681938263,10,2,0.42,0.4,-6.0,100
4.444444444444443,232.02910681938263,10,3,0.42,0.4,-6.0,100
4.444444444444443,232.02910681938263,20,1,0.37,0.14,-4.0,100
4.444444444444443,232.02910681938263,20,2,0.37,0.44,-4.0,100
4.444444444444443,232.02910681938263,20,3,0.37,0.44,-4.0,100
4.444444444444443,232.02910681938263,30,1,0.51,0.15,-4.0,100
4.444444444444443,232.02910681938263,30,2,0.51,0.47,-4.0,100
4.444444444444443,232.02910681938263,30,3,0.51,0.47,-4.0,100
4.444444444444443,232.02910681938263,50,1,0.6,0.24,-4.0,100
4.444444444444443,232.02910681938263,50,2,0.6,0.53,-4.0,100
4.444444444444443,232.02910681938263,50,3,0.6,0.53,-4.0,100
4.444444444444443,232.02910681938263,100,1,0.76,0.21,-4.0,100
4.444444444444443,232.02910681938263,100,2,0.76,0.6,-4.0,100
4.444444444444443,232.02910681938263,100,3,0.76,0.6,-4.0,100
4.444444444444443,232.02910681938263,150,1,0.79,0.21,-4.0,100
4.444444444444443,232.02910681938263,150,2,0.79,0.7,-4.0,100
4.444444444444443,232.02910681938263,150,3,0.79,0.7,-4.0,100
4.444444444444443,232.02910681938263,200,1,0.91,0.32,-2.0,100
4.444444444444443,232.02910681938263,200,2,0.91,0.8,-2.0,100
4.444444444444443,232.02910681938263,200,3,0.91,0.8,-2.0,100
4.444444444444443,232.02910681938263,250,1,0.97,0.35,-2.0,100
4.444444444444443,232.02910681938263,250,2,0.97,0.84,-2.0,100
4.444444444444443,232.02910681938263,250,3,0.97,0.84,-2.0,100
4.444444444444443,232.02910681938263,300,1,0.96,0.38,-2.0,100
4.444444444444443,232.02910681938263,300,2,0.96,0.83,-2.0,100
4.444444444444443,232.02910681938263,300,3,0.96,0.83,-2.0,100
4.444444444444443,240.69715952506752,10,1,0.62,0.31,-3.0,100
4.444444444444443,240.69715952506752,10,2,0.62,0.31,-3.0,100
4.444444444444443,240.69715952506752,10,3,0.62,0.62,-3.0,100
4.444444444444443,240.69715952506752,20,1,0.77,0.27,-2.0,100
4.444444444444443,240.69715952506752,20,2,0.77,0.61,-2.0,100
4.444444444444443,240.69715952506752,20,3,0.77,0.61,-2.0,100
4.444444444444443,240.69715952506752,30,1,0.9,0.26,-2.0,100
4.444444444444443,240.69715952506752,30,2,0.9,0.66,-2.0,100
4.444444444444443,240.69715952506752,30,3,0.9,0.66,-2.0,100
4.444444444444443,240.69715952506752,50,1,0.94,0.3,-2.0,100
4.444444444444443,240.69715952506752,50,2,0.94,0.79,-2.0,100
4.444444444444443,240.69715952506752,50,3,0.94,0.79,-2.0,100
4.444444444444443,240.69715952506752,100,1,0.97,0.34,-2.0,100
4.444444444444443,240.69715952506752,100,2,0.97,0.84,-2.0,100
4.444444444444443,240.69715952506752,100,3,0.97,0.84,-2.0,100
4.444444444444443,240.69715952506752,150,1,0.99,0.41,-2.0,100
4.444444444444443,240.69715952506752,150,2,0.99,0.88,-2.0,100
4.444444444444443,240.69715952506752,150,3,0.99,0.88,-2.0,100
4.444444444444443,240.69715952506752,200,1,1.0,0.44,-2.0,100
4.444444444444443,240.69715952506752,200,2,1.0,0.91,-2.0,100
4.444444444444443,240.69715952506752,200,3,1.0,0.91,-2.0,100
4.444444444444443,240.69715952506752,250,1,1.0,0.43,-2.0,100
4.444444444444443,240.69715952506752,250,2,1.0,0.92,-2.0,100
4.444444444444443,240.69715952506752,250,3,1.0,0.92,-2.0,100
4.444444444444443,240.69715952506752,300,1,1.0,0.38,-2.0,100
4.444444444444443,240.69715952506752,300,2,1.0,0.92,-2.0,100
4.444444444444443,240.69715952506752,300,3,1.0,0.92,-2.0,100
4.444444444444443,249.3652122307524,10,1,0.93,0.28,-2.0,100
4.444444444444443,249.3652122307524,10,2,0.93,0.7,-2.0,100
4.444444444444443,249.3652122307524,10,3,0.93,0.7,-2.0,100
4.444444444444443,249.3652122307524,20,1,0.98,0.32,-2.0,100
4.444444444444443,249.3652122307524,20,2,0.98,0.79,-2.0,100
4.444444444444443,249.3652122307524,20,3,0.98,0.79,-2.0,100
4.444444444444443,249.3652122307524,30,1,1.0,0.4,-2.0,100
4.444444444444443,249.3652122307524,30,2,1.0,0.83,-2.0,100
4.444444444444443,249.3652122307524,30,3,1.0,0.83,-2.0,100
4.444444444444443,249.3652122307524,50,1,1.0,0.34,-2.0,100
4.444444444444443,249.3652122307524,50,2,1.0,0.88,-2.0,100
4.444444444444443,249.3652122307524,50,3,1.0,0.88,-2.0,100
4.444444444444443,249.3652122307524,100,1,1.0,0.49,-2.0,100
4.444444444444443,249.3652122307524,100,2,1.0,0.96,-2.0,100
4.444444444444443,249.3652122307524,100,3,1.0,0.96,-2.0,100
4.444444444444443,249.3652122307524,150,1,1.0,0.52,-2.0,100
4.444444444444443,249.3652122307524,150,2,1.0,0.98,-2.0,100
4.444444444444443,249.3652122307524,150,3,1.0,0.98,-2.0,100
4.444444444444443,249.3652122307524,200,1,1.0,0.51,-2.0,100
4.444444444444443,249.3652122307524,200,2,1.0,0.99,-2.0,100
4.444444444444443,249.3652122307524,200,3,1.0,0.99,-2.0,100
4.444444444444443,249.3652122307524,250,1,1.0,0.56,-2.0,100
4.444444444444443,249.3652122307524,250,2,1.0,1.0,-2.0,100
4.444444444444443,249.3652122307524,250,3,1.0,1.0,-2.0,100
4.444444444444443,249.3652122307524,300,1,1.0,0.54,-2.0,100
4.444444444444443,249.3652122307524,300,2,1.0,1.0,-2.0,100
4.444444444444443,249.3652122307524,300,3,1.0,1.0,-2.0,100
4.444444444444443,258.0332649364373,10,1,1.0,0.33,0.0,100
4.444444444444443,258.0332649364373,10,2,1.0,0.85,0.0,100
4.444444444444443,258.0332649364373,10,3,1.0,0.85,0.0,100
4.444444444444443,258.0332649364373,20,1,1.0,0.32,0.0,100
4.444444444444443,258.0332649364373,20,2,1.0,0.83,0.0,100
4.444444444444443,258.0332649364373,20,3,1.0,0.83,0.0,100
4.444444444444443,258.0332649364373,30,1,1.0,0.44,0.0,100
4.444444444444443,258.0332649364373,30,2,1.0,0.93,0.0,100
4.444444444444443,258.0332649364373,30,3,1.0,0.93,0.0,100
4.444444444444443,258.0332649364373,50,1,1.0,0.54,0.0,100
4.444444444444443,258.0332649364373,50,2,1.0,0.96,0.0,100
4.444444444444443,258.0332649364373,50,3,1.0,0.96,0.0,100
4.444444444444443,258.0332649364373,100,1,1.0,0.69,0.0,100
4.444444444444443,258.0332649364373,100,2,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,100,3,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,150,1,1.0,0.61,0.0,100
4.444444444444443,258.0332649364373,150,2,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,150,3,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,200,1,1.0,0.72,0.0,100
4.444444444444443,258.0332649364373,200,2,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,200,3,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,250,1,1.0,0.72,0.0,100
4.444444444444443,258.0332649364373,250,2,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,250,3,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,300,1,1.0,0.76,0.0,100
4.444444444444443,258.0332649364373,300,2,1.0,1.0,0.0,100
4.444444444444443,258.0332649364373,300,3,1.0,1.0,0.0,100
4.444444444444443,266.7013176421222,10,1,1.0,0.29,-4.0,100
4.444444444444443,266.7013176421222,10,2,1.0,0.81,-4.0,100
4.444444444444443,266.7013176421222,10,3,1.0,0.81,-4.0,100
4.444444444444443,266.7013176421222,20,1,1.0,0.42,-4.0,100
4.444444444444443,266.7013176421222,20,2,1.0,0.87,-4.0,100
4.444444444444443,266.7013176421222,20,3,1.0,0.87,-4.0,100
4.444444444444443,266.7013176421222,30,1,1.0,0.4,-4.0,100
4.444444444444443,266.7013176421222,30,2,1.0,0.92,-4.0,100
4.444444444444443,266.7013176421222,30,3,1.0,0.92,-4.0,100
4.444444444444443,266.7013176421222,50,1,1.0,0.44,-4.0,100
4.444444444444443,266.7013176421222,50,2,1.0,0.97,-4.0,100
4.444444444444443,266.7013176421222,50,3,1.0,0.97,-4.0,100
4.444444444444443,266.7013176421222,100,1,1.0,0.52,-4.0,100
4.444444444444443,266.7013176421222,100,2,1.0,0.99,-4.0,100
4.444444444444443,266.7013176421222,100,3,1.0,0.99,-4.0,100
4.444444444444443,266.7013176421222,150,1,1.0,0.57,-4.0,100
4.444444444444443,266.7013176421222,150,2,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,150,3,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,200,1,1.0,0.6,-4.0,100
4.444444444444443,266.7013176421222,200,2,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,200,3,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,250,1,1.0,0.6,-4.0,100
4.444444444444443,266.7013176421222,250,2,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,250,3,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,300,1,1.0,0.66,-4.0,100
4.444444444444443,266.7013176421222,300,2,1.0,1.0,-4.0,100
4.444444444444443,266.7013176421222,300,3,1.0,1.0,-4.0,100
4.444444444444443,275.3693703478071,10,1,0.97,0.38,-2.0,100
4.444444444444443,275.3693703478071,10,2,0.97,0.92,-2.0,100
4.444444444444443,275.3693703478071,10,3,0.97,0.92,-2.0,100
4.444444444444443,275.3693703478071,20,1,1.0,0.44,-2.0,100
4.444444444444443,275.3693703478071,20,2,1.0,0.97,-2.0,100
4.444444444444443,275.3693703478071,20,3,1.0,0.97,-2.0,100
4.444444444444443,275.3693703478071,30,1,1.0,0.6,-2.0,100
4.444444444444443,275.3693703478071,30,2,1.0,0.96,-2.0,100
4.444444444444443,275.3693703478071,30,3,1.0,0.96,-2.0,100
4.444444444444443,275.3693703478071,50,1,1.0,0.64,-2.0,100
4.444444444444443,275.3693703478071,50,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,50,3,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,100,1,1.0,0.74,-2.0,100
4.444444444444443,275.3693703478071,100,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,100,3,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,150,1,1.0,0.8,-2.0,100
4.444444444444443,275.3693703478071,150,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,150,3,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,200,1,1.0,0.85,-2.0,100
4.444444444444443,275.3693703478071,200,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,200,3,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,250,1,1.0,0.83,-2.0,100
4.444444444444443,275.3693703478071,250,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,250,3,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,300,1,1.0,0.89,-2.0,100
4.444444444444443,275.3693703478071,300,2,1.0,1.0,-2.0,100
4.444444444444443,275.3693703478071,300,3,1.0,1.0,-2.0,100
4.444444444444443,284.037423053492,10,1,1.0,0.32,2.0,100
4.444444444444443,284.037423053492,10,2,1.0,0.84,2.0,100
4.444444444444443,284.037423053492,10,3,1.0,0.84,2.0,100
4.444444444444443,284.037423053492,20,1,1.0,0.32,2.0,100
4.444444444444443,284.037423053492,20,2,1.0,0.87,2.0,100
4.444444444444443,284.037423053492,20,3,1.0,0.87,2.0,100
4.444444444444443,284.037423053492,30,1,1.0,0.35,2.0,100
4.444444444444443,284.037423053492,30,2,1.0,0.92,2.0,100
4.444444444444443,284.037423053492,30,3,1.0,0.92,2.0,100
4.444444444444443,284.037423053492,50,1,1.0,0.45,2.0,100
4.444444444444443,284.037423053492,50,2,1.0,0.98,2.0,100
4.444444444444443,284.037423053492,50,3,1.0,0.98,2.0,100
4.444444444444443,284.037423053492,100,1,1.0,0.48,2.0,100
4.444444444444443,284.037423053492,100,2,1.0,0.98,2.0,100
4.444444444444443,284.037423053492,100,3,1.0,0.98,2.0,100
4.444444444444443,284.037423053492,150,1,1.0,0.52,2.0,100
4.444444444444443,284.037423053492,150,2,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,150,3,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,200,1,1.0,0.59,2.0,100
4.444444444444443,284.037423053492,200,2,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,200,3,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,250,1,1.0,0.62,2.0,100
4.444444444444443,284.037423053492,250,2,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,250,3,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,300,1,1.0,0.65,2.0,100
4.444444444444443,284.037423053492,300,2,1.0,1.0,2.0,100
4.444444444444443,284.037423053492,300,3,1.0,1.0,2.0,100
15.555555555555555,50.0,10,1,0.56,0.1,12.0,100
15.555555555555555,50.0,10,2,0.56,0.23,12.0,100
15.555555555555555,50.0,10,3,0.56,0.23,12.0,100
15.555555555555555,50.0,20,1,0.76,0.16,14.0,100
15.555555555555555,50.0,20,2,0.76,0.33,14.0,100
15.555555555555555,50.0,20,3,0.76,0.33,14.0,100
15.555555555555555,50.0,30,1,0.91,0.11,12.0,100
15.555555555555555,50.0,30,2,0.91,0.37,12.0,100
15.555555555555555,50.0,30,3,0.91,0.37,12.0,100
15.555555555555555,50.0,50,1,0.98,0.2,14.0,100
15.555555555555555,50.0,50,2,0.98,0.4,14.0,100
15.555555555555555,50.0,50,3,0.98,0.4,14.0,100
15.555555555555555,50.0,100,1,1.0,0.22,14.0,100
15.555555555555555,50.0,100,2,1.0,0.43,14.0,100
15.555555555555555,50.0,100,3,1.0,0.43,14.0,100
15.555555555555555,50.0,150,1,1.0,0.14,16.0,100
15.555555555555555,50.0,150,2,1.0,0.58,16.0,100
15.555555555555555,50.0,150,3,1.0,0.58,16.0,100
15.555555555555555,50.0,200,1,1.0,0.15,16.0,100
15.555555555555555,50.0,200,2,1.0,0.6,16.0,100
15.555555555555555,50.0,200,3,1.0,0.6,16.0,100
15.555555555555555,50.0,250,1,1.0,0.14,16.0,100
15.555555555555555,50.0,250,2,1.0,0.54,16.0,100
15.555555555555555,50.0,250,3,1.0,0.54,16.0,100
15.555555555555555,50.0,300,1,1.0,0.18,16.0,100
15.555555555555555,50.0,300,2,1.0,0.57,16.0,100
15.555555555555555,50.0,300,3,1.0,0.57,16.0,100
15.555555555555555,58.668052705684886,10,1,0.71,0.14,10.0,100
15.555555555555555,58.668052705684886,10,2,0.71,0.28,10.0,100
15.555555555555555,58.668052705684886,10,3,0.71,0.28,10.0,100
15.555555555555555,58.668052705684886,20,1,0.92,0.14,14.0,100
15.555555555555555,58.668052705684886,20,2,0.92,0.32,14.0,100
15.555555555555555,58.668052705684886,20,3,0.92,0.32,14.0,100
15.555555555555555,58.668052705684886,30,1,0.97,0.3,15.0,100
15.555555555555555,58.668052705684886,30,2,0.97,0.3,15.0,100
15.555555555555555,58.668052705684886,30,3,0.97,0.54,15.0,100
15.555555555555555,58.668052705684886,50,1,0.96,0.16,14.0,100
15.555555555555555,58.668052705684886,50,2,0.96,0.35,14.0,100
15.555555555555555,58.668052705684886,50,3,0.96,0.35,14.0,100
15.555555555555555,58.668052705684886,100,1,0.99,0.2,18.0,100
15.555555555555555,58.668052705684886,100,2,0.99,0.69,18.0,100
15.555555555555555,58.668052705684886,100,3,0.99,0.69,18.0,100
15.555555555555555,58.668052705684886,150,1,1.0,0.23,16.0,100
15.555555555555555,58.668052705684886,150,2,1.0,0.53,16.0,100
15.555555555555555,58.668052705684886,150,3,1.0,0.53,16.0,100
15.555555555555555,58.668052705684886,200,1,1.0,0.27,18.0,100
15.555555555555555,58.668052705684886,200,2,1.0,0.73,18.0,100
15.555555555555555,58.668052705684886,200,3,1.0,0.73,18.0,100
15.555555555555555,58.668052705684886,250,1,1.0,0.3,18.0,100
15.555555555555555,58.668052705684886,250,2,1.0,0.81,18.0,100
15.555555555555555,58.668052705684886,250,3,1.0,0.81,18.0,100
15.555555555555555,58.668052705684886,300,1,1.0,0.26,18.0,100
15.555555555555555,58.668052705684886,300,2,1.0,0.83,18.0,100
15.555555555555555,58.668052705684886,300,3,1.0,0.83,18.0,100
15.555555555555555,67.33610541136977,10,1,0.7,0.19,9.0,100
15.555555555555555,67.33610541136977,10,2,0.7,0.19,9.0,100
15.555555555555555,67.33610541136977,10,3,0.7,0.36,9.0,100
15.555555555555555,67.33610541136977,20,1,0.66,0.09,14.0,100
15.555555555555555,67.33610541136977,20,2,0.66,0.39,14.0,100
15.555555555555555,67.33610541136977,20,3,0.66,0.39,14.0,100
15.555555555555555,67.33610541136977,30,1,0.69,0.22,16.0,100
15.555555555555555,67.33610541136977,30,2,0.69,0.56,16.0,100
15.555555555555555,67.33610541136977,30,3,0.69,0.56,16.0,100
15.555555555555555,67.33610541136977,50,1,0.52,0.15,16.0,100
15.555555555555555,67.33610541136977,50,2,0.52,0.41,16.0,100
15.555555555555555,67.33610541136977,50,3,0.52,0.41,16.0,100
15.555555555555555,67.33610541136977,100,1,0.62,0.29,18.0,100
15.555555555555555,67.33610541136977,100,2,0.62,0.72,18.0,100
15.555555555555555,67.33610541136977,100,3,0.62,0.72,18.0,100
15.555555555555555,67.33610541136977,150,1,0.75,0.22,16.0,100
15.555555555555555,67.33610541136977,150,2,0.75,0.58,16.0,100
15.555555555555555,67.33610541136977,150,3,0.75,0.58,16.0,100
15.555555555555555,67.33610541136977,200,1,0.76,0.28,18.0,100
15.555555555555555,67.33610541136977,200,2,0.76,0.82,18.0,100
15.555555555555555,67.33610541136977,200,3,0.76,0.82,18.0,100
15.555555555555555,67.33610541136977,250,1,0.81,0.33,18.0,100
15.555555555555555,67.33610541136977,250,2,0.81,0.86,18.0,100
15.555555555555555,67.33610541136977,250,3,0.81,0.86,18.0,100
15.555555555555555,67.33610541136977,300,1,0.87,0.32,18.0,100
15.555555555555555,67.33610541136977,300,2,0.87,0.85,18.0,100
15.555555555555555,67.33610541136977,300,3,0.87,0.85,18.0,100
15.555555555555555,76.00415811705466,10,1,0.87,0.17,9.0,100
15.555555555555555,76.00415811705466,10,2,0.87,0.17,9.0,100
15.555555555555555,76.00415811705466,10,3,0.87,0.38,9.0,100
15.555555555555555,76.00415811705466,20,1,0.89,0.23,11.0,100
15.555555555555555,76.00415811705466,20,2,0.89,0.23,11.0,100
15.555555555555555,76.00415811705466,20,3,0.89,0.43,11.0,100
15.555555555555555,76.00415811705466,30,1,0.98,0.16,12.0,100
15.555555555555555,76.00415811705466,30,2,0.98,0.32,12.0,100
15.555555555555555,76.00415811705466,30,3,0.98,0.32,12.0,100
15.555555555555555,76.00415811705466,50,1,0.99,0.1,14.0,100
15.555555555555555,76.00415811705466,50,2,0.99,0.44,14.0,100
15.555555555555555,76.00415811705466,50,3,0.99,0.44,14.0,100
15.555555555555555,76.00415811705466,100,1,1.0,0.13,16.0,100
15.555555555555555,76.00415811705466,100,2,1.0,0.47,16.0,100
15.555555555555555,76.00415811705466,100,3,1.0,0.47,16.0,100
15.555555555555555,76.00415811705466,150,1,1.0,0.32,15.0,100
15.555555555555555,76.00415811705466,150,2,1.0,0.32,15.0,100
15.555555555555555,76.00415811705466,150,3,1.0,0.67,15.0,100
15.555555555555555,76.00415811705466,200,1,1.0,0.18,16.0,100
15.555555555555555,76.00415811705466,200,2,1.0,0.48,16.0,100
15.555555555555555,76.00415811705466,200,3,1.0,0.48,16.0,100
15.555555555555555,76.00415811705466,250,1,1.0,0.19,16.0,100
15.555555555555555,76.00415811705466,250,2,1.0,0.57,16.0,100
15.555555555555555,76.00415811705466,250,3,1.0,0.57,16.0,100
15.555555555555555,76.00415811705466,300,1,1.0,0.18,16.0,100
15.555555555555555,76.00415811705466,300,2,1.0,0.55,16.0,100
15.555555555555555,76.00415811705466,300,3,1.0,0.55,16.0,100
15.555555555555555,84.67221082273954,10,1,0.67,0.17,7.0,100
15.555555555555555,84.67221082273954,10,2,0.67,0.17,7.0,100
15.555555555555555,84.67221082273954,10,3,0.67,0.29,7.0,100
15.555555555555555,84.67221082273954,20,1,0.74,0.18,11.0,100
15.555555555555555,84.67221082273954,20,2,0.74,0.18,11.0,100
15.555555555555555,84.67221082273954,20,3,0.74,0.33,11.0,100
15.555555555555555,84.67221082273954,30,1,0.79,0.13,12.0,100
15.555555555555555,84.67221082273954,30,2,0.79,0.32,12.0,100
15.555555555555555,84.67221082273954,30,3,0.79,0.32,12.0,100
15.555555555555555,84.67221082273954,50,1,0.96,0.12,12.0,100
15.555555555555555,84.67221082273954,50,2,0.96,0.35,12.0,100
15.555555555555555,84.67221082273954,50,3,0.96,0.35,12.0,100
15.555555555555555,84.67221082273954,100,1,0.96,0.16,12.0,100
15.555555555555555,84.67221082273954,100,2,0.96,0.34,12.0,100
15.555555555555555,84.67221082273954,100,3,0.96,0.34,12.0,100
15.555555555555555,84.67221082273954,150,1,0.99,0.17,12.0,100
15.555555555555555,84.67221082273954,150,2,0.99,0.38,12.0,100
15.555555555555555,84.67221082273954,150,3,0.99,0.38,12.0,100
15.555555555555555,84.67221082273954,200,1,1.0,0.32,13.0,100
15.555555555555555,84.67221082273954,200,2,1.0,0.32,13.0,100
15.555555555555555,84.67221082273954,200,3,1.0,0.54,13.0,100
15.555555555555555,84.67221082273954,250,1,0.99,0.27,13.0,100
15.555555555555555,84.67221082273954,250,2,0.99,0.27,13.0,100
15.555555555555555,84.67221082273954,250,3,0.99,0.48,13.0,100
15.555555555555555,84.67221082273954,300,1,1.0,0.18,14.0,100
15.555555555555555,84.67221082273954,300,2,1.0,0.48,14.0,100
15.555555555555555,84.67221082273954,300,3,1.0,0.48,14.0,100
15.555555555555555,93.34026352842444,10,1,0.47,0.06,4.0,100
15.555555555555555,93.34026352842444,10,2,0.47,0.13,4.0,100
15.555555555555555,93.34026352842444,10,3,0.47,0.13,4.0,100
15.555555555555555,93.34026352842444,20,1,0.5,0.11,10.0,100
15.555555555555555,93.34026352842444,20,2,0.5,0.33,10.0,100
15.555555555555555,93.34026352842444,20,3,0.5,0.33,10.0,100
15.555555555555555,93.34026352842444,30,1,0.51,0.09,10.0,100
15.555555555555555,93.34026352842444,30,2,0.51,0.3,10.0,100
15.555555555555555,93.34026352842444,30,3,0.51,0.3,10.0,100
15.555555555555555,93.34026352842444,50,1,0.56,0.11,10.0,100
15.555555555555555,93.34026352842444,50,2,0.56,0.34,10.0,100
15.555555555555555,93.34026352842444,50,3,0.56,0.34,10.0,100
15.555555555555555,93.34026352842444,100,1,0.5,0.16,12.0,100
15.555555555555555,93.34026352842444,100,2,0.5,0.32,12.0,100
15.555555555555555,93.34026352842444,100,3,0.5,0.32,12.0,100
15.555555555555555,93.34026352842444,150,1,0.52,0.15,12.0,100
15.555555555555555,93.34026352842444,150,2,0.52,0.37,12.0,100
15.555555555555555,93.34026352842444,150,3,0.52,0.37,12.0,100
15.555555555555555,93.34026352842444,200,1,0.5,0.24,13.0,100
15.555555555555555,93.34026352842444,200,2,0.5,0.24,13.0,100
15.555555555555555,93.34026352842444,200,3,0.5,0.48,13.0,100
15.555555555555555,93.34026352842444,250,1,0.52,0.12,14.0,100
15.555555555555555,93.34026352842444,250,2,0.52,0.4,14.0,100
15.555555555555555,93.34026352842444,250,3,0.52,0.4,14.0,100
15.555555555555555,93.34026352842444,300,1,0.53,0.14,14.0,100
15.555555555555555,93.34026352842444,300,2,0.53,0.43,14.0,100
15.555555555555555,93.34026352842444,300,3,0.53,0.43,14.0,100
15.555555555555555,102.00831623410932,10,1,0.86,0.08,-8.0,100
15.555555555555555,102.00831623410932,10,2,0.86,0.16,-8.0,100
