x,y,N,club_1,aim_1,esho_1,se_1,freq_1,club_2,aim_2,esho_2,freq_2,delta_esho,functionally_equivalent
-40.0,119.3444216454791,250,Driver,-20,3.963410827848646,0.026934769482618328,54,Driver,-18,3.968158077310633,27,0.00474724946198668,True
-40.0,119.3444216454791,300,Driver,-20,3.9644119556133566,0.024581142874363186,52,Driver,-18,3.967893625127858,29,0.003481669514501462,True
-40.0,128.01247435116397,10,Driver,-16,3.6797873338063556,0.14238068099796472,15,Driver,-18,3.752342241150992,14,0.07255490734463654,True
-40.0,128.01247435116397,20,Driver,-20,3.774480322996775,0.08454555074818743,24,Driver,-18,3.779720412360297,18,0.005240089363522049,True
-40.0,128.01247435116397,30,Driver,-20,3.800928980112076,0.08024090898447676,24,Driver,-16,3.820526917775472,18,0.019597937663396348,True
-40.0,128.01247435116397,50,Driver,-20,3.8338778018951416,0.06419449524837151,37,Driver,-18,3.8497551055181596,21,0.01587730362301798,True
-40.0,128.01247435116397,100,Driver,-20,3.858678402044834,0.04792462674071307,39,Driver,-18,3.8582255744934084,25,0.0004528275514257274,True
-40.0,128.01247435116397,150,Driver,-20,3.866126161813736,0.038522576252259466,40,Driver,-18,3.8789393504460654,30,0.012813188632329275,True
-40.0,128.01247435116397,200,Driver,-20,3.8774663539642984,0.034097249919887565,47,Driver,-18,3.8833099683125814,30,0.005843614348282955,True
-40.0,128.01247435116397,250,Driver,-20,3.883042021000639,0.030620246266487048,47,Driver,-18,3.890551379232696,33,0.007509358232056673,True
-40.0,128.01247435116397,300,Driver,-20,3.884776908775856,0.028053439551953552,58,Driver,-18,3.892801676477705,28,0.008024767701849012,True
-40.0,136.68052705684886,10,Driver,-16,3.5630917408887077,0.14950311821583404,17,Driver,-20,3.5709434066499983,14,0.007851665761290594,True
-40.0,136.68052705684886,20,Driver,-16,3.6435558455330983,0.11279713582283939,21,Driver,-20,3.6485961886013256,17,0.005040343068227315,True
-40.0,136.68052705684886,30,Driver,-16,3.6567103646018286,0.09625553539479442,22,Driver,-18,3.698499378405119,19,0.04178901380329059,True
-40.0,136.68052705684886,50,Driver,-20,3.7156226988191956,0.07472331194474967,27,Driver,-18,3.7074700853098994,23,0.008152613509296192,True
-40.0,136.68052705684886,100,Driver,-20,3.7410591691732407,0.05176761732260071,32,Driver,-18,3.748293916384379,30,0.007234747211138259,True
-40.0,136.68052705684886,150,Driver,-20,3.7559226393699645,0.0414941120035383,40,Driver,-18,3.7577114616121565,28,0.001788822242192012,True
-40.0,136.68052705684886,200,Driver,-20,3.757075672799891,0.03609115676185002,44,Driver,-18,3.7657781493279243,31,0.008702476528033465,True
-40.0,136.68052705684886,250,Driver,-20,3.7579489819546965,0.03252722400269841,47,Driver,-18,3.7691918286410244,33,0.011242846686327912,True
-40.0,136.68052705684886,300,Driver,-20,3.761374651216993,0.030177761225697926,51,Driver,-18,3.7759779403949607,29,0.014603289177967493,True
-40.0,145.34857976253377,10,3-wood,-20,3.6879058480262756,0.08242242378463464,16,3-wood,-16,3.6628873348236084,14,0.025018513202667236,True
-40.0,145.34857976253377,20,3-wood,-20,3.7587493658065796,0.07502566819736343,20,3-wood,-14,3.743174836039543,16,0.015574529767036438,True
-40.0,145.34857976253377,30,3-wood,-20,3.772170813187309,0.06387425615048813,23,3-wood,-18,3.7792190370105563,21,0.007048223823247213,True
-40.0,145.34857976253377,50,3-wood,-20,3.810626813343593,0.05470997261050487,28,3-wood,-18,3.806161017644973,21,0.004465795698620045,True
-40.0,145.34857976253377,100,3-wood,-20,3.8231496438384056,0.038570552633605065,32,3-wood,-18,3.8315768967504087,23,0.00842725291200308,True
