x,y,N,club_1,aim_1,esho_1,se_1,freq_1,club_2,aim_2,esho_2,freq_2,delta_esho,functionally_equivalent
-17.77777777777778,119.3444216454791,30,Driver,-16,3.897985889361455,0.07888799578719495,26,Driver,-18,3.9069610483506145,17,0.00897515898915957,True
-17.77777777777778,119.3444216454791,50,Driver,-20,3.927561805361793,0.06352905673915027,21,Driver,-18,3.9226756663549516,21,0.004886139006841539,True
-17.77777777777778,119.3444216454791,100,Driver,-20,3.948956328630447,0.0466014783879278,40,Driver,-18,3.956952200995551,18,0.007995872365103907,True
-17.77777777777778,119.3444216454791,150,Driver,-20,3.959284923293374,0.038443363920224925,44,Driver,-18,3.967271516197606,19,0.007986592904232204,True
-17.77777777777778,119.3444216454791,200,Driver,-20,3.963788909732171,0.03371935375043384,53,Driver,-16,3.967198610305786,19,0.0034097005736151154,True
-17.77777777777778,119.3444216454791,250,Driver,-20,3.9697065949440002,0.030249562771723925,52,Driver,-18,3.9787099686535923,22,0.009003373709592033,True
-17.77777777777778,119.3444216454791,300,Driver,-20,3.9718462581987732,0.027618291661158624,54,Driver,-18,3.981487063261179,26,0.009640805062405722,True
-17.77777777777778,128.01247435116397,10,Driver,-12,3.6690307515008107,0.140596150757979,14,Driver,-16,3.6505812803904214,12,0.018449471110389304,True
-17.77777777777778,128.01247435116397,20,Driver,-20,3.7527436080731844,0.10304409104127875,19,Driver,-16,3.761402800679207,16,0.008659192606022437,True
-17.77777777777778,128.01247435116397,30,Driver,-18,3.8039767628624324,0.08678287744985999,21,Driver,-20,3.758484089374542,20,0.04549267348789021,True
-17.77777777777778,128.01247435116397,50,Driver,-20,3.802831824009235,0.07038135442113723,26,Driver,-18,3.8254798650741577,24,0.022648041064922797,True
-17.77777777777778,128.01247435116397,100,Driver,-20,3.8518184133478113,0.05252679474446375,37,Driver,-18,3.837285433496748,28,0.014532979851063388,True
-17.77777777777778,128.01247435116397,150,Driver,-20,3.858838904987682,0.0430611455101774,44,Driver,-18,3.8528877794742584,32,0.005951125513423694,True
-17.77777777777778,128.01247435116397,200,Driver,-20,3.8656526220605727,0.03706667537724385,47,Driver,-18,3.8593989928563435,30,0.006253629204229227,True
-17.77777777777778,128.01247435116397,250,Driver,-20,3.868019276974248,0.033469680685195125,51,Driver,-18,3.8635954090527127,28,0.004423867921535152,True
-17.77777777777778,128.01247435116397,300,Driver,-20,3.8711560860924097,0.030645913970717975,46,Driver,-18,3.862651178913732,31,0.0085049071786778,True
-17.77777777777778,136.68052705684886,10,Driver,-16,3.5077892462412517,0.15090793252226725,15,Driver,-18,3.53942817908067,13,0.03163893283941821,True
-17.77777777777778,136.68052705684886,20,Driver,-14,3.5937325452503406,0.11342212775416163,19,Driver,-18,3.6106153859032526,18,0.016882840652912012,True
-17.77777777777778,136.68052705684886,30,Driver,-18,3.6502122662284155,0.09491789376924072,22,Driver,-20,3.6322483658790587,20,0.0179639003493568,True
-17.77777777777778,136.68052705684886,50,Driver,-20,3.6532287139158983,0.07315105641448796,26,Driver,-16,3.6600232232700693,22,0.00679450935417103,True
-17.77777777777778,136.68052705684886,100,Driver,-16,3.6925706404906053,0.056016092911325165,26,Driver,-18,3.691753959655762,25,0.0008166808348435417,True
-17.77777777777778,136.68052705684886,150,Driver,-20,3.698138298526887,0.04279387322973843,31,Driver,-16,3.7000111852373396,28,0.0018728867104527147,True
-17.77777777777778,136.68052705684886,200,Driver,-18,3.711621630576349,0.038987720098644436,31,Driver,-20,3.7070149342219034,30,0.00460669635444555,True
-17.77777777777778,136.68052705684886,250,Driver,-18,3.7203252604513457,0.03480028727998979,33,Driver,-20,3.7078437646230062,30,0.012481495828339462,True
-17.77777777777778,136.68052705684886,300,Driver,-20,3.715027939189564,0.030333469243170697,33,Driver,-18,3.7245752896581377,28,0.00954735046857369,True
-17.77777777777778,145.34857976253377,10,3-wood,-20,3.6590253625597273,0.10582538956816934,14,3-wood,-18,3.661853849887848,12,0.002828487328120577,True
-17.77777777777778,145.34857976253377,20,3-wood,-20,3.7332808646288784,0.09618997698216251,22,3-wood,-16,3.7459002600775824,18,0.01261939544870394,True
-17.77777777777778,145.34857976253377,30,3-wood,-20,3.7601372677346934,0.07625315244927754,23,3-wood,-18,3.7449579364375065,19,0.015179331297186849,True
-17.77777777777778,145.34857976253377,50,3-wood,-20,3.772586513968075,0.05786648937241041,34,3-wood,-18,3.7776370616186234,21,0.005050547650548243,True
-17.77777777777778,145.34857976253377,100,3-wood,-20,3.796055975713228,0.04324342758619779,38,3-wood,-18,3.8068432235717773,25,0.010787247858549343,True
-17.77777777777778,145.34857976253377,150,3-wood,-20,3.8109661208258734,0.03603860703995281,36,3-wood,-18,3.82161909161192,33,0.010652970786046545,True
-17.77777777777778,145.34857976253377,200,3-wood,-20,3.820260485937429,0.031709014227879286,43,3-wood,-18,3.817578134865596,29,0.0026823510718330112,True
-17.77777777777778,145.34857976253377,250,3-wood,-20,3.8228968848352847,0.028651726115353802,46,3-wood,-18,3.8238171974817914,30,0.0009203126465067157,True
-17.77777777777778,145.34857976253377,300,3-wood,-20,3.821344541948895,0.02621141503551202,43,3-wood,-18,3.8263926431536674,32,0.005048101204772504,True
-17.77777777777778,154.01663246821866,10,3-wood,-12,3.495465685339535,0.15109513302389416,17,3-wood,-16,3.495881923039754,15,0.0004162377002190354,True
-17.77777777777778,154.01663246821866,20,3-wood,-16,3.5578867145206616,0.10859149563086755,23,3-wood,-18,3.5747552514076233,16,0.01686853688696166,True
-17.77777777777778,154.01663246821866,30,3-wood,-20,3.6023965716362,0.08787263064380456,20,3-wood,-16,3.602511443589863,19,0.0001148719536629983,True
-17.77777777777778,154.01663246821866,50,3-wood,-20,3.6199986384465146,0.06525601169213593,26,3-wood,-16,3.628672653978521,22,0.008674015532006418,True
-17.77777777777778,154.01663246821866,100,3-wood,-20,3.6501759615811435,0.04689989168401913,33,3-wood,-16,3.650089164574941,24,8.679700620239927e-05,True
-17.77777777777778,154.01663246821866,150,3-wood,-20,3.654603282610575,0.03712575524190227,30,3-wood,-18,3.6544266442457833,24,0.00017663836479187012,True
-17.77777777777778,154.01663246821866,200,3-wood,-20,3.6647760483526413,0.03266335455419861,31,3-wood,-16,3.6610042095184325,25,0.0037718388342087295,True
-17.77777777777778,154.01663246821866,250,3-wood,-20,3.665412524650837,0.029421318680030457,29,3-wood,-16,3.6703350118228366,28,0.004922487171999723,True
-17.77777777777778,154.01663246821866,300,3-wood,-16,3.669425331056118,0.030179359142649523,32,3-wood,-20,3.6679415933547483,31,0.0014837377013696695,True
-17.77777777777778,162.68468517390357,10,5-wood,-12,3.5054795026779173,0.15573302396305186,10,5-wood,-18,3.5690486431121826,8,0.06356914043426531,True
-17.77777777777778,162.68468517390357,20,5-wood,-18,3.63682097196579,0.10840646925946464,12,5-wood,-16,3.60265174779025,11,0.0341692241755398,True
-17.77777777777778,162.68468517390357,30,5-wood,-16,3.650011961276715,0.09267836833537096,13,5-wood,-14,3.636515580690824,13,0.013496380585890755,True
-17.77777777777778,162.68468517390357,50,5-wood,-20,3.6802783966064454,0.06345677510471373,15,5-wood,-16,3.6791274547576904,15,0.0011509418487549716,True
-17.77777777777778,162.68468517390357,100,5-wood,-20,3.7168219089508057,0.047287583683026733,21,5-wood,-16,3.7226429893856956,21,0.005821080434889936,True
-17.77777777777778,162.68468517390357,150,5-wood,-20,3.7348793286543627,0.03858235952716806,26,5-wood,-18,3.7345223301335384,19,0.00035699852082426986,True
-17.77777777777778,162.68468517390357,200,5-wood,-20,3.737613320350647,0.03414722254822815,26,5-wood,-16,3.737392465273539,24,0.00022085507710789543,True
-17.77777777777778,162.68468517390357,250,5-wood,-20,3.749237467845281,0.03084416779316009,24,5-wood,-18,3.74105717824853,23,0.008180289596751322,True
-17.77777777777778,162.68468517390357,300,5-wood,-18,3.743009368578593,0.02882981386294659,24,5-wood,-16,3.7485321435061367,22,0.005522774927543939,True
-17.77777777777778,171.35273787958843,10,Hybrid,-20,3.4583274126052856,0.14188647217780714,16,Hybrid,-18,3.4464392364025116,16,0.011888176202774048,True
-17.77777777777778,171.35273787958843,20,Hybrid,-18,3.5169300635655723,0.10087680392091888,24,Hybrid,-20,3.5374167533147904,21,0.02048668974921819,True
-17.77777777777778,171.35273787958843,30,Hybrid,-18,3.5517209493196926,0.09236100603742024,26,Hybrid,-20,3.549123932917913,24,0.0025970164017796726,True
-17.77777777777778,171.35273787958843,50,Hybrid,-18,3.589486633028303,0.07541399045891854,28,Hybrid,-20,3.583119171006339,28,0.006367462021964254,True
-17.77777777777778,171.35273787958843,100,Hybrid,-20,3.6109874151190935,0.05321777435636852,49,Hybrid,-18,3.6141317571912492,28,0.003144342072155748,True
-17.77777777777778,171.35273787958843,150,Hybrid,-20,3.621423757993258,0.04325032974916499,52,Hybrid,-18,3.616760420799255,30,0.0046633371940028034,True
-17.77777777777778,171.35273787958843,200,Hybrid,-20,3.6288951673815326,0.037276753728194896,62,Hybrid,-18,3.62035843178078,27,0.008536735600752632,True
-17.77777777777778,171.35273787958843,250,Hybrid,-20,3.6325747654086253,0.0334732372515745,61,Hybrid,-18,3.6336581334471703,32,0.0010833680385449185,True
-17.77777777777778,171.35273787958843,300,Hybrid,-20,3.6284270440378497,0.030531771680427047,62,Hybrid,-18,3.6325687170028687,30,0.004141672965018994,True
-17.77777777777778,180.02079058527332,10,4 Iron,-8,3.2580252389113107,0.19046490465871754,12,4 Iron,-14,3.3188428481419883,12,0.06081760923067758,True
-17.77777777777778,180.02079058527332,20,4 Iron,-18,3.4065070152282715,0.12287229493751504,18,4 Iron,-20,3.3924284164722147,13,0.01407859875605677,True
-17.77777777777778,180.02079058527332,30,4 Iron,-20,3.4538995027542114,0.09340031645881919,24,4 Iron,-18,3.432806599140167,20,0.021092903614044367,True
-17.77777777777778,180.02079058527332,50,4 Iron,-18,3.479707461137038,0.07657543624030946,26,4 Iron,-20,3.4765740689777194,21,0.0031333921593188485,True
-17.77777777777778,180.02079058527332,100,4 Iron,-20,3.526399758554274,0.05351697377983583,31,4 Iron,-18,3.5197140987102804,26,0.006685659843993719,True
-17.77777777777778,180.02079058527332,150,4 Iron,-20,3.527015233039856,0.04357180366945894,30,4 Iron,-18,3.5292552280426026,25,0.002239995002746742,True
-17.77777777777778,180.02079058527332,200,4 Iron,-20,3.5355341145486543,0.03767060422242107,33,4 Iron,-18,3.5345044711540483,29,0.0010296433946059835,True
-17.77777777777778,180.02079058527332,250,4 Iron,-20,3.5440730849901834,0.03376301934746973,36,4 Iron,-18,3.529958791732788,25,0.014114293257395438,True
-17.77777777777778,180.02079058527332,300,4 Iron,-20,3.5446275849091378,0.030755175364917654,38,4 Iron,-18,3.5419520139694214,28,0.0026755709397163763,True
-17.77777777777778,188.6888432909582,10,5 Iron,-14,3.261978268623352,0.1609658362816308,14,5 Iron,-20,3.2916415452957155,10,0.02966327667236346,True
-17.77777777777778,188.6888432909582,20,5 Iron,-18,3.353230965137482,0.103472346579616,20,5 Iron,-14,3.311100274324417,16,0.04213069081306475,True
-17.77777777777778,188.6888432909582,30,5 Iron,-18,3.381492577101055,0.08905034977429557,19,5 Iron,-12,3.3177241961161297,15,0.06376838098492543,True
-17.77777777777778,188.6888432909582,50,5 Iron,-14,3.392518788576126,0.07936780870081055,24,5 Iron,-18,3.418558387195363,17,0.02603959861923677,True
-17.77777777777778,188.6888432909582,100,5 Iron,-14,3.4237154059939914,0.05620764704787174,27,5 Iron,-18,3.4364727552120504,26,0.012757349218059044,True
-17.77777777777778,188.6888432909582,150,5 Iron,-14,3.4356472985497835,0.04602908219358527,29,5 Iron,-16,3.4497691204673364,19,0.014121821917552957,True
-17.77777777777778,188.6888432909582,200,5 Iron,-18,3.4537180441397206,0.03678551777966451,27,5 Iron,-14,3.4495687087376914,24,0.0041493354020292195,True
-17.77777777777778,188.6888432909582,250,5 Iron,-14,3.458094465321508,0.03624308680090862,29,5 Iron,-16,3.4627843952178954,25,0.00468992989638739,True
-17.77777777777778,188.6888432909582,300,5 Iron,-16,3.463647893496922,0.031621377771387224,28,5 Iron,-14,3.464555543401967,23,0.0009076499050446607,True
-17.77777777777778,197.3568959966431,10,6 Iron,-6,3.2463303605715432,0.18800330659343925,12,6 Iron,-10,3.260053661134508,9,0.01372330056296489,True
-17.77777777777778,197.3568959966431,20,6 Iron,-14,3.3824182117686554,0.11710639475061019,17,6 Iron,-12,3.356519261995951,12,0.02589894977270424,True
-17.77777777777778,197.3568959966431,30,6 Iron,-14,3.4175916016101837,0.09010771177553997,16,6 Iron,-20,3.3957958871668037,11,0.02179571444338002,True
-17.77777777777778,197.3568959966431,50,6 Iron,-14,3.432596036366054,0.07946376432979488,14,6 Iron,-20,3.457776529448373,14,0.025180493082319177,True
-17.77777777777778,197.3568959966431,100,6 Iron,-20,3.4953567228819193,0.04888514119157338,19,6 Iron,-16,3.4907030423482257,15,0.004653680533693638,True
-17.77777777777778,197.3568959966431,150,6 Iron,-18,3.50338728427887,0.042456833794062385,20,6 Iron,-20,3.5155162671033073,17,0.012128982824437529,True
-17.77777777777778,197.3568959966431,200,6 Iron,-18,3.510489915546618,0.037094559181949795,19,6 Iron,-20,3.517021735509237,15,0.006531819962618979,True
-17.77777777777778,197.3568959966431,250,6 Iron,-18,3.5216095352172854,0.033367015133472594,25,6 Iron,-20,3.5287244149616788,14,0.007114879744393399,True
-17.77777777777778,197.3568959966431,300,6 Iron,-18,3.5269355950532137,0.031044531351505388,27,6 Iron,-16,3.5229180604219437,16,0.004017534631270081,True
-17.77777777777778,206.024948702328,10,7 Iron,-10,3.148275125594366,0.14344142935446666,21,7 Iron,-8,3.134005402263842,19,0.014269723330524009,True
-17.77777777777778,206.024948702328,20,7 Iron,-10,3.2070059451189907,0.10874046069966163,22,7 Iron,-8,3.1915071407953897,21,0.015498804323601068,True
-17.77777777777778,206.024948702328,30,7 Iron,-10,3.2372695857828315,0.08712548805271109,22,7 Iron,-8,3.245624327659607,20,0.008354741876775318,True
-17.77777777777778,206.024948702328,50,7 Iron,-10,3.265198141336441,0.07032509205350854,24,7 Iron,-6,3.2853605998189828,19,0.020162458482541723,True
-17.77777777777778,206.024948702328,100,7 Iron,-10,3.309682257473469,0.049959474257709226,32,7 Iron,-6,3.3197763363520303,18,0.010094078878561508,True
-17.77777777777778,206.024948702328,150,7 Iron,-10,3.312641898790995,0.04081822326602742,30,7 Iron,-8,3.3255019079555166,22,0.012860009164521458,True
-17.77777777777778,206.024948702328,200,7 Iron,-10,3.323081468924498,0.035614838501238734,39,7 Iron,-8,3.328952039991106,21,0.0058705710666080435,True
-17.77777777777778,206.024948702328,250,7 Iron,-10,3.325293914691822,0.03155880166553413,37,7 Iron,-8,3.327437152862549,25,0.0021432381707269244,True
-17.77777777777778,206.024948702328,300,7 Iron,-10,3.3322528733147516,0.028910617727498793,45,7 Iron,-12,3.338519289380028,21,0.006266416065276559,True
-17.77777777777778,214.6930014080129,10,9 Iron,-6,3.988616950371686,0.15041079258457624,17,9 Iron,-4,3.975568974018097,10,0.013047976353589341,True
-17.77777777777778,214.6930014080129,20,9 Iron,-4,4.044464664799826,0.12487686672432166,14,8 Iron,-4,4.10975379210252,13,0.06528912730269365,True
-17.77777777777778,214.6930014080129,30,9 Iron,-6,4.124503212816575,0.09677267123120985,17,9 Iron,-4,4.101078430811564,12,0.023424782005010414,True
-17.77777777777778,214.6930014080129,50,9 Iron,-6,4.147987570081439,0.07850208124989128,14,9 Iron,-10,4.144324137614324,13,0.00366343246711498,True
-17.77777777777778,214.6930014080129,100,8 Iron,-4,4.191215011808607,0.03568765716764942,18,9 Iron,-6,4.163569211959839,13,0.02764579984876825,True
-17.77777777777778,214.6930014080129,150,9 Iron,-8,4.1866074590122,0.041466771744278444,17,8 Iron,-2,4.199752737494076,17,0.013145278481875522,True
-17.77777777777778,214.6930014080129,200,9 Iron,-8,4.201411457622752,0.036538517320715384,17,9 Iron,-6,4.19380521774292,15,0.007606239879832444,True
-17.77777777777778,214.6930014080129,250,8 Iron,-2,4.212532613588416,0.024593461514171848,23,9 Iron,-8,4.20490899682045,16,0.00762361676796619,True
-17.77777777777778,214.6930014080129,300,8 Iron,-2,4.212619618936018,0.02247502318783309,22,8 Iron,-4,4.2177848675671745,17,0.005165248631156416,True
-17.77777777777778,223.36105411369775,10,9 Iron,-6,3.970855450630188,0.14164224290213057,10,9 Iron,-4,3.981315943929884,9,0.010460493299695894,True
-17.77777777777778,223.36105411369775,20,9 Iron,-6,4.043547255652292,0.10224875088712194,14,8 Iron,-2,4.085805873076121,12,0.04225861742382975,True
-17.77777777777778,223.36105411369775,30,9 Iron,-6,4.0725408862618835,0.08503004147791195,17,8 Iron,-2,4.114195438531729,13,0.04165455226984527,True
-17.77777777777778,223.36105411369775,50,9 Iron,-6,4.106389746069908,0.07327623605859401,16,8 Iron,-2,4.160537417729696,15,0.05414767165978773,True
-17.77777777777778,223.36105411369775,100,8 Iron,-4,4.181856406362433,0.035489604987031,19,8 Iron,-2,4.180263238794663,17,0.0015931675677700596,True
-17.77777777777778,223.36105411369775,150,8 Iron,-4,4.191771917872959,0.030807663807896863,18,8 Iron,-2,4.194565907120705,16,0.002793989247745543,True
-17.77777777777778,223.36105411369775,200,8 Iron,-4,4.199480295181274,0.02563235074733547,21,8 Iron,-2,4.198986940913731,18,0.0004933542675438218,True
-17.77777777777778,223.36105411369775,250,8 Iron,-2,4.20466285943985,0.024997740967047904,28,8 Iron,-4,4.208488207596999,26,0.0038253481571492998,True
-17.77777777777778,223.36105411369775,300,8 Iron,-2,4.208003653420342,0.02297830222288725,27,8 Iron,-4,4.2103484002026645,22,0.0023447467823221047,True
-17.77777777777778,232.02910681938263,10,9 Iron,0,2.976361334323883,0.14321980243473464,10,9 Iron,-6,3.0161829789479575,9,0.03982164462407445,True
-17.77777777777778,232.02910681938263,20,9 Iron,-2,3.0544866919517517,0.09122165818417721,18,9 Iron,0,3.0804102420806885,13,0.025923550128936768,True
-17.77777777777778,232.02910681938263,30,9 Iron,-2,3.1027730515128686,0.07873284171835657,19,9 Iron,-4,3.0989294317033558,18,0.003843619809512866,True
-17.77777777777778,232.02910681938263,50,9 Iron,-4,3.1226611137390137,0.05665229848073299,20,9 Iron,-2,3.132972190254613,19,0.010311076515599371,True
-17.77777777777778,232.02910681938263,100,9 Iron,-6,3.1670140337060997,0.03987982743438261,27,9 Iron,-2,3.1655369102954865,24,0.0014771234106132347,True
-17.77777777777778,232.02910681938263,150,9 Iron,-6,3.17253490537405,0.03241488858289942,32,9 Iron,-4,3.1744976384299144,28,0.001962733055864252,True
-17.77777777777778,232.02910681938263,200,9 Iron,-4,3.1811533118739272,0.030563154148217413,33,9 Iron,-2,3.1749198913574217,25,0.00623342051650555,True
-17.77777777777778,232.02910681938263,250,9 Iron,-4,3.1807619986995572,0.027499530269436925,31,9 Iron,-2,3.17916522026062,30,0.0015967784389370188,True
-17.77777777777778,232.02910681938263,300,9 Iron,-4,3.184116854387171,0.024871686010150485,34,9 Iron,-2,3.1833261966705324,25,0.0007906577166387763,True
-17.77777777777778,240.69715952506752,10,50 deg,-4,2.916998204730806,0.13731534600369275,21,50 deg,0,2.8963183760643005,10,0.02067982866650553,True
-17.77777777777778,240.69715952506752,20,50 deg,-6,3.020346239209175,0.1005673254718951,16,50 deg,-4,3.0089909061789513,16,0.011355333030223846,True
-17.77777777777778,240.69715952506752,30,50 deg,-4,3.068954312801361,0.08450460355372778,20,50 deg,-2,3.048143309705398,17,0.020811003095963176,True
-17.77777777777778,240.69715952506752,50,50 deg,-4,3.082188308238983,0.06373757140313399,24,50 deg,-6,3.0687420666217804,20,0.013446241617202759,True
-17.77777777777778,240.69715952506752,100,50 deg,-4,3.096891330950188,0.04614311199604161,33,50 deg,-6,3.106793496919715,23,0.009902165969526866,True
-17.77777777777778,240.69715952506752,150,50 deg,-4,3.1190059185028076,0.03797585607192969,42,50 deg,-6,3.1254089730126515,28,0.0064030545098439084,True
-17.77777777777778,240.69715952506752,200,50 deg,-4,3.122581889232,0.03297685767262854,48,50 deg,-6,3.1252569007873534,25,0.002675011555353546,True
-17.77777777777778,240.69715952506752,250,50 deg,-4,3.124407590604296,0.029442566500715334,51,50 deg,-6,3.13004401751927,28,0.005636426914974013,True
-17.77777777777778,240.69715952506752,300,50 deg,-4,3.126618760697385,0.026750845312350505,47,50 deg,-6,3.130732297897339,27,0.004113537199953665,True
-17.77777777777778,249.3652122307524,10,54 deg,-6,2.912386619526407,0.13842488851898832,23,54 deg,-4,2.8964857353883633,17,0.015900884138043914,True
-17.77777777777778,249.3652122307524,20,54 deg,-4,2.9294933825731277,0.1011752797410582,24,54 deg,-2,2.9279748305030493,23,0.0015185520700784494,True
-17.77777777777778,249.3652122307524,30,54 deg,-4,2.9560382877077376,0.08557810635279908,35,54 deg,-2,2.959684377624875,21,0.0036460899171375516,True
-17.77777777777778,249.3652122307524,50,54 deg,-4,2.9861266374588014,0.06806391638540975,35,54 deg,-2,3.0002886056900024,25,0.014161968231201083,True
-17.77777777777778,249.3652122307524,100,54 deg,-4,3.0049676039280038,0.048993980582256944,39,54 deg,-2,3.019653949244269,29,0.014686345316265115,True
-17.77777777777778,249.3652122307524,150,54 deg,-4,3.0273151609632705,0.03964016223023035,45,54 deg,-2,3.0366661239553383,27,0.009350962992067835,True
-17.77777777777778,249.3652122307524,200,54 deg,-4,3.0330281907861885,0.03469981448958525,44,54 deg,-6,3.050303256189501,37,0.017275065403312695,True
-17.77777777777778,249.3652122307524,250,54 deg,-4,3.037368766804959,0.03138895197834494,47,54 deg,-6,3.0496831271383495,36,0.012314360333390617,True
-17.77777777777778,249.3652122307524,300,54 deg,-4,3.042744291071989,0.0286118961955623,49,54 deg,-6,3.0527208560221903,37,0.009976564950201272,True
-17.77777777777778,258.0332649364373,10,H 50 deg,-4,2.772111632994243,0.14218449237582917,28,H 50 deg,-6,2.7563133126213435,21,0.01579832037289952,True
-17.77777777777778,258.0332649364373,20,H 50 deg,-4,2.8338902379785265,0.10304346352355682,28,H 50 deg,-6,2.835529980836091,27,0.001639742857564741,True
-17.77777777777778,258.0332649364373,30,H 50 deg,-6,2.8528913925675785,0.08054160993918497,34,H 50 deg,-4,2.8482457782541,28,0.004645614313478319,True
-17.77777777777778,258.0332649364373,50,H 50 deg,-4,2.881135106086731,0.06644835763958273,36,H 50 deg,-6,2.8748900637482153,33,0.006245042338515638,True
-17.77777777777778,258.0332649364373,100,H 50 deg,-6,2.8954764216445215,0.04375935059328223,43,H 50 deg,-4,2.8964400326504425,34,0.0009636110059210168,True
-17.77777777777778,258.0332649364373,150,H 50 deg,-6,2.9048896602221896,0.035711291940793824,42,H 50 deg,-4,2.909521466348229,41,0.004631806126039528,True
-17.77777777777778,258.0332649364373,200,H 50 deg,-6,2.9128757308829916,0.031362764309448336,44,H 50 deg,-4,2.9103531326566423,42,0.0025225982263492597,True
-17.77777777777778,258.0332649364373,250,H 50 deg,-4,2.9131327438354493,0.03091927795144473,50,H 50 deg,-6,2.918423117735447,39,0.005290373899997647,True
-17.77777777777778,258.0332649364373,300,H 50 deg,-4,2.9170933113648343,0.0284454177844181,52,H 50 deg,-6,2.918562584801724,38,0.0014692734368897398,True
-17.77777777777778,266.7013176421222,10,60 deg,0,2.7298355797926583,0.14603587285187505,36,60 deg,-2,2.7399109681447347,30,0.010075388352076331,True
-17.77777777777778,266.7013176421222,20,60 deg,0,2.7561536843960104,0.10280566962915873,39,60 deg,-2,2.7897909493059725,37,0.033637264909962106,True
-17.77777777777778,266.7013176421222,30,60 deg,0,2.786180281639099,0.08465095541213115,40,60 deg,-2,2.801095785516681,33,0.014915503877582115,True
-17.77777777777778,266.7013176421222,50,60 deg,0,2.8158530712127687,0.06630151959679277,45,60 deg,-2,2.8289694377354215,35,0.0131163665226528,True
-17.77777777777778,266.7013176421222,100,60 deg,0,2.8343927574157717,0.0478768360580179,50,60 deg,-2,2.8322315216064453,37,0.0021612358093263673,True
-17.77777777777778,266.7013176421222,150,60 deg,-2,2.847713901072132,0.03599908277514671,49,60 deg,0,2.8428597609202066,45,0.0048541401519255345,True
-17.77777777777778,266.7013176421222,200,60 deg,-2,2.848320871591568,0.031187024691427683,52,60 deg,0,2.8434756100177765,44,0.004845261573791504,True
-17.77777777777778,266.7013176421222,250,60 deg,-2,2.847820925262739,0.027784388546264575,53,60 deg,0,2.8479934023774187,46,0.0001724771146798254,True
-17.77777777777778,266.7013176421222,300,60 deg,-2,2.8537139242345635,0.02546133104948597,55,60 deg,0,2.8473576551133934,44,0.006356269121170044,True
-17.77777777777778,275.3693703478071,10,3Q 60 deg,-4,2.7770839709984627,0.1445128359262898,38,3Q 60 deg,-6,2.7742597460746765,24,0.0028242249237862005,True
-17.77777777777778,275.3693703478071,20,3Q 60 deg,-4,2.7989860046200636,0.10183246662273182,41,3Q 60 deg,-6,2.8006677677234015,24,0.0016817631033378966,True
-17.77777777777778,275.3693703478071,30,3Q 60 deg,-4,2.8206002044677736,0.0837772530901051,50,3Q 60 deg,-6,2.838094847542899,21,0.01749464307512527,True
-17.77777777777778,275.3693703478071,50,3Q 60 deg,-4,2.8335016540118625,0.06457573346792744,42,3Q 60 deg,-6,2.8480329788648167,26,0.014531324852954164,True
-17.77777777777778,275.3693703478071,100,3Q 60 deg,-4,2.844062957763672,0.04638078369720462,50,3Q 60 deg,-6,2.8567333510427764,33,0.012670393279104353,True
-17.77777777777778,275.3693703478071,150,3Q 60 deg,-4,2.852770522489386,0.03793037443005027,59,3Q 60 deg,-6,2.8580497370825872,27,0.005279214593201242,True
-17.77777777777778,275.3693703478071,200,3Q 60 deg,-4,2.853984051737292,0.03289537709804282,58,3Q 60 deg,-6,2.8710885383188725,32,0.01710448658158059,True
-17.77777777777778,275.3693703478071,250,3Q 60 deg,-4,2.862411411981734,0.029656645963660137,63,3Q 60 deg,-6,2.866364452573988,27,0.003953040592254098,True
-17.77777777777778,275.3693703478071,300,3Q 60 deg,-4,2.862607459811603,0.02703296305144178,68,3Q 60 deg,-6,2.8669746269782386,24,0.004367167166635433,True
-17.77777777777778,284.037423053492,10,H 54 deg,-2,2.680485361331218,0.12224337571614903,37,H 54 deg,0,2.6755197778824837,31,0.004965583448734101,True
-17.77777777777778,284.037423053492,20,H 54 deg,-2,2.719212231310931,0.0940498575589832,44,H 54 deg,-4,2.734232688943545,24,0.015020457632613837,True
-17.77777777777778,284.037423053492,30,H 54 deg,-2,2.7222262138412114,0.07749295270880355,42,H 54 deg,0,2.7389837582906087,30,0.016757544449397255,True
-17.77777777777778,284.037423053492,50,H 54 deg,-2,2.7441149039701984,0.061571055976492366,55,H 54 deg,0,2.771065831184387,23,0.02695092721418879,True
-17.77777777777778,284.037423053492,100,H 54 deg,-2,2.7585211460406964,0.043141416430669974,65,H 54 deg,-4,2.779899134355433,17,0.021377988314736474,True
-17.77777777777778,284.037423053492,150,H 54 deg,-2,2.764031410217285,0.03558032893738026,72,H 54 deg,-4,2.785143606364727,16,0.021112196147441864,True
-17.77777777777778,284.037423053492,200,H 54 deg,-2,2.7676958728146244,0.030966465425283165,77,H 54 deg,-4,2.7932208105921745,16,0.02552493777755016,True
-17.77777777777778,284.037423053492,250,H 54 deg,-2,2.767677627503872,0.027756050115650275,80,H 54 deg,-4,2.7915099561214447,12,0.023832328617572784,True
-17.77777777777778,284.037423053492,300,H 54 deg,-2,2.7689802764374534,0.025278235182642994,81,H 54 deg,-4,2.795139291069724,11,0.02615901463227077,False
-6.666666666666671,50.0,10,Driver,14,3.9281416138013205,0.03803273087745595,12,Driver,18,3.923934022585551,12,0.004207591215769746,True
-6.666666666666671,50.0,20,Driver,20,3.9575581431388853,0.030803322851981462,20,Driver,16,3.952807000705174,14,0.00475114243371122,True
