club,aim_yards,mean_expected_strokes,birdie_rate,bogey_plus_avoidance,double_plus_avoidance,all_strokes
Hybrid,-15,2.440275258753668,0.95,1.0,1.0,"[array(2.47976294), 1.9883319691547556, array(2.62585584), 1.7943138567485746, 2.0868499295523906, array(2.57998144), array(2.53540763), array(2.56527054), array(2.57875791), array(2.59150611), array(2.62654291), array(2.47966792), 2.3202485311423118, 2.0694252004037956, 2.4118621784561625, 2.0218726660829196, array(2.57159641), 2.081445288628802, 3.909603139003186, array(2.48720277)]"
Hybrid,-14,2.3079344068510355,1.0,1.0,1.0,"[array(2.47810289), 1.9370207482981006, array(2.61465419), array(2.61573655), array(2.63068241), array(2.73972596), array(2.7157565), 2.0617493755284704, 2.3306135783816027, array(2.56142327), array(2.5709504), 1.9788605387103804, 2.277069723882939, array(2.59619255), array(2.48900125), array(2.5056044), array(2.70671489), 1.8721667157435125, 1.3350592189655985, 1.1416029713041826]"
Hybrid,-13,2.3711196407402055,1.0,1.0,1.0,"[2.100262938403872, array(2.71161582), array(2.56937268), 2.253249311045912, array(2.55242891), array(2.45435469), array(2.51161698), 2.608335503745854, 1.7473742703748063, array(2.46745607), 2.2249951735942712, array(2.48846879), 1.9725778144894137, array(2.65438101), 2.107433431476843, 2.4646950775652865, array(2.38966677), array(2.59518738), 2.1331905150906167, array(2.41572968)]"
Hybrid,-12,2.429978159215086,0.9,1.0,1.0,"[1.8736908583624612, array(2.47470349), 1.6198449657336704, array(2.6150305), 3.900864677824078, array(2.58949079), 2.396108969450323, 1.9473645102918857, array(2.54683122), array(2.58159032), array(2.62476547), 2.523687057906477, 1.8741403352534134, 1.456367900021449, array(2.52156664), array(2.34907781), array(2.48031511), 1.8429043417478295, 3.907592225623927, 2.473625993160323]"
Hybrid,-11,2.450666508083143,1.0,1.0,1.0,"[array(2.64264849), array(2.4465387), 2.2741954929688335, 1.6159925071993027, array(2.70042622), array(2.47976999), array(2.36405516), 2.540337961614026, 2.0139218883705925, 2.464760762000448, array(2.48264694), array(2.55748797), array(2.56949586), array(2.49224395), array(2.59371759), array(2.61082392), array(2.48876129), array(2.57850424), array(2.58721591), array(2.50978532)]"
Hybrid,-10,2.370971055000691,1.0,1.0,1.0,"[2.440584480410869, array(2.5710253), array(2.72235675), array(2.59521108), array(2.62621833), array(2.53805847), 1.3495203715989554, array(2.44026196), array(2.54053939), array(2.51251636), array(2.47511177), array(2.47791692), array(2.4296467), 2.531139829216156, 1.4710466210955133, array(2.5131816), array(2.33912398), 1.715853021946788, array(2.63139468), array(2.4987135)]"
Hybrid,-9,2.441774489906255,1.0,1.0,1.0,"[array(2.91639917), 2.4675522007959865, 2.39856809262, array(2.64614086), 1.9920760874919587, 2.3005645252963522, array(2.46601372), 2.353120726572471, 1.9696080697815668, 2.0804849551501636, array(2.49481258), array(2.59059232), array(2.49881128), array(2.61401563), 2.3751458849437115, array(2.52009797), array(2.56060581), array(2.46352138), array(2.71307905), array(2.41427947)]"
Hybrid,-8,2.4022177628534243,1.0,1.0,1.0,"[array(2.67247876), array(2.56526544), array(2.62339172), 1.4559538595799875, array(2.42497185), 2.1601305507106434, 2.0204600513490334, array(2.67927347), array(2.45706917), array(2.5303244), 2.2265032926451247, array(2.69014114), array(2.4919747), array(2.54087249), array(2.45930958), array(2.46870592), array(2.6538503), array(2.58949076), 2.2962907176906713, 2.0378970853623626]"
Hybrid,-7,2.3871348526335767,0.95,1.0,1.0,"[3.924646466713347, 2.061909108518126, 2.4685310349884775, array(2.54012281), array(2.55046657), array(2.57982672), array(2.5741919), 1.9443226374515987, array(2.5257168), 1.8564825895631882, array(2.50795989), 1.5466081193118166, array(2.38818979), array(2.59842748), 2.2068250632160393, array(2.52542719), array(2.38836962), 1.9094914036076094, 2.106317928894286, array(2.53886393)]"
Hybrid,-6,2.390275944126811,0.95,1.0,1.0,"[array(2.59651082), 3.8714921599702476, array(2.65371246), 2.178921797940224, 1.3222258444011108, array(2.60531269), 2.1339615316261122, array(2.50712741), 2.6616431883632754, array(2.69170582), array(2.45582177), array(2.67521005), array(2.63415066), 2.2141058573350954, array(2.50405448), array(2.3870542), 1.3989897129196194, array(2.74654901), 2.181061992770311, 1.3859074255678379]"
Hybrid,-5,2.349063068507377,0.95,1.0,1.0,"[array(2.34192723), array(2.46530141), 1.3170450224500012, array(2.71419366), array(2.51309369), array(2.46076823), array(2.51255281), array(2.52668056), array(2.53568894), array(2.74929635), array(2.52891304), array(2.35005565), 1.432846442783575, 3.6763418785884707, array(2.49986048), 1.9411140444308228, 1.2424574271018662, array(2.50373385), array(2.47080814), 2.1985825257722738]"
Hybrid,-4,2.2796579702609545,0.95,1.0,1.0,"[1.8814543930493226, array(2.45048141), array(2.51411579), 2.0199053711272064, 1.8613655974993157, 1.8206055627037643, array(2.48021536), 1.6273793789240765, 1.31439797550654, array(2.71896664), array(2.40242914), array(2.61754946), array(2.52727464), array(2.76216313), 1.4313635373759497, 2.0198786398500186, 3.908281599753233, array(2.38596394), 2.447731065326864, array(2.40163678)]"
Hybrid,-3,2.380461476024014,0.9,1.0,1.0,"[array(2.37984318), 1.5864661993390878, 1.227904806430919, array(2.61105626), array(2.46124615), 3.7141785453864173, 2.4633186564118454, 2.1607438359143947, array(2.55113189), array(2.5236084), 2.022558214815232, 1.9377804063521247, 1.0909048355385287, 3.8964259468167692, array(2.35667347), array(2.51702465), array(2.69439683), array(2.35362163), array(2.57178817), array(2.48855744)]"
Hybrid,-2,2.305466983322312,0.95,1.0,1.0,"[2.0177148504075744, array(2.49136129), 1.4824093038645907, array(2.61841706), array(2.48063572), array(2.47697994), 1.3689782417074046, array(2.7077865), 1.6578455404113313, array(2.43942011), 3.9058379971982293, array(2.45015197), 2.3811216991663855, array(2.44327832), array(2.47083369), 1.5930905971553917, array(2.34167174), array(2.49396884), array(2.53966265), 1.7481736083335133]"
Hybrid,-1,2.3770974353264402,0.9,1.0,1.0,"[array(2.43135429), 3.854610016723822, array(2.5859009), 3.8995201130460346, 2.1806443573155776, array(2.44316568), array(2.43940011), 1.3707703577414687, array(2.41090356), array(2.61233864), array(2.60226639), array(2.46928752), array(2.32966172), 1.5579761655023612, 1.7865018623614068, 1.8377706357693675, 2.1319310571324506, array(2.47314268), 1.668012231112851, array(2.45679041)]"
Hybrid,0,2.508682640318816,0.85,1.0,1.0,"[1.6858485373668075, array(2.42696489), 1.8612740904933311, 1.4825894297057964, array(2.5039627), array(2.4116065), 2.404489960229069, 3.9184810593655284, 2.2130122411475295, 3.924628234435883, 3.925228050662632, array(2.70072765), 2.209793328276845, array(2.66592664), array(2.52652513), array(2.34999209), array(2.53768734), 2.3512309079935947, array(2.39411203), 1.6795719944406522]"
Hybrid,1,2.4757231702588713,0.95,1.0,1.0,"[array(2.55100147), 3.9244640106789332, 1.5515418174541944, array(2.42789812), array(2.48907326), array(2.6012389), array(2.66271535), array(2.4210741), array(2.8186227), array(2.6872252), 1.6864362344799964, array(2.60607757), array(2.37473767), 2.0787375747063197, array(2.57068963), array(2.6220629), array(2.46563906), array(2.51428603), array(2.43546821), 2.0254736029971716]"
Hybrid,2,2.3785431611613133,0.9,1.0,1.0,"[1.6589968578422534, array(2.48250324), 1.7385763799530038, 1.8847384739689745, 1.2127412548902896, array(2.43152687), 1.7734738320625012, array(2.34281915), 1.789463913478244, array(2.74563806), array(2.54875555), 3.8446785163184374, 1.7315314908066461, array(2.48538482), array(2.84007495), array(2.52083208), array(2.64354744), array(2.49466834), 3.819708549544896, array(2.58120346)]"
Hybrid,3,2.364653361097942,0.9,1.0,1.0,"[array(2.63882255), array(2.45341667), array(2.42550222), 3.925571866861483, 1.3809815588111134, 1.4969969211601861, array(2.62056062), 1.3836419404722138, array(2.49628502), 2.1498488845858703, 2.0700570024744085, array(2.58430248), 1.2758538838155828, array(2.67108612), 3.9245063231677815, array(2.45047308), array(2.48510191), array(2.55026828), array(2.43281546), 1.8769744257580534]"
Hybrid,4,2.434786800762735,0.95,1.0,1.0,"[array(2.58776866), array(2.38852408), 1.3954868229573427, array(2.46447472), 1.5702797713993302, array(2.51771503), array(2.46283177), array(2.75423778), array(2.47947651), 2.307374889848297, 2.1758344937676157, 1.5881025661179715, array(2.63060354), array(2.73306885), array(2.43781975), array(2.53529237), array(2.68853358), 3.924416961054718, array(2.67458496), array(2.37930889)]"
Hybrid,5,2.3149830723454974,0.95,1.0,1.0,"[1.611627143464112, array(2.50978253), 1.5962116681720886, array(2.45704019), array(2.33587952), array(2.65784786), array(2.49046607), array(2.433452), array(2.37494778), 1.301231188702201, array(2.65275136), array(2.51444923), array(2.46937274), 3.924713386509634, array(2.67522422), 1.247881496512851, array(2.68942153), array(2.60197065), 1.239727497252898, array(2.51566339)]"
Hybrid,6,2.713250715123185,0.8,1.0,1.0,"[array(2.4071787), array(2.63666746), 3.923409641139554, array(2.54012349), array(2.50386466), 3.924425540939398, array(2.57223435), array(2.36506463), 3.924971334053866, array(2.37990532), 1.7488125048032863, array(2.37390742), 2.3635699932838317, array(2.45097131), array(2.78952002), 3.9245824905395263, array(2.38696495), array(2.59494961), 1.942485682267799, array(2.5114052)]"
Hybrid,7,2.7662235345512918,0.75,1.0,1.0,"[2.405311228086441, 1.4289051313023584, array(2.56133852), array(2.57298247), 2.101258905345313, 3.817267416377129, array(2.48574446), 3.9244097369937134, array(2.55561283), array(2.44349954), array(2.44909786), 3.9249090942130103, 3.925693562817393, array(2.66400942), array(2.47202746), array(2.61038285), array(2.57599493), 3.9247338233000004, array(2.61711947), 1.8641719962289327]"
Hybrid,8,2.8091582618380366,0.8,1.0,1.0,"[1.524193691907002, 3.9011832253305068, 3.9255841140719685, array(2.67594149), 3.9246962586566307, 1.7847335093351306, array(2.45086422), array(2.70048387), array(2.86345312), array(2.67735192), array(2.45884893), array(2.48036763), array(2.60322949), array(2.60553093), array(2.79256352), array(2.93126272), array(2.87932574), array(2.45959442), 3.9252320694502822, array(2.61872436)]"
Hybrid,9,2.962059081274267,0.65,1.0,1.0,"[array(2.61393242), array(2.39566065), array(2.50016031), 3.9257987970064194, array(2.56213255), array(2.49459349), array(2.6594901), 3.9250317395552763, 3.9250283314370122, array(3.03508169), array(2.48358489), 3.9254423782956187, array(2.47548082), array(2.49101739), array(2.55563888), 3.906653715800083, 3.910583052758406, array(2.47987207), array(2.44158241), array(2.53441594)]"
Hybrid,10,2.4738895364182243,0.9,1.0,1.0,"[array(2.41011832), 1.4510227742579478, array(2.74403046), 1.1934609683031068, array(2.4791818), 1.9002291742230437, 1.2280937615280931, 3.8589899194531463, array(2.65221696), array(2.80339722), array(2.7336293), array(2.59375239), array(2.46265834), array(2.43161001), array(2.35436582), array(2.53472586), 3.8004669926207164, array(2.75156012), array(2.42270289), array(2.67157765)]"
Hybrid,11,2.842113766859715,0.8,1.0,1.0,"[array(2.75959844), array(2.32261647), array(2.80893161), array(2.45632377), array(2.46339668), 3.8722572365134407, 3.8531569892277067, array(2.6988158), array(2.80939451), array(2.37447484), array(2.79416475), array(2.54887385), 3.8854642350610784, 3.9248683861347655, array(2.80018854), array(2.6666699), array(2.50082125), array(2.66171803), 1.9484288561936527, array(2.69211118)]"
Hybrid,12,2.6053791317730046,0.95,1.0,1.0,"[array(2.50726863), 2.190181939227036, array(2.59058875), array(2.62596853), 1.5139220573431544, array(2.42165287), array(2.46096119), array(2.7729904), array(2.99713493), array(2.91505307), array(2.78577735), array(2.45325942), array(2.75926514), 3.907732170646125, array(2.61879964), array(2.59362606), array(2.39879226), array(2.33555681), array(2.62886298), array(2.63018844)]"
Hybrid,13,2.93438644876445,0.7,1.0,1.0,"[array(2.88501087), array(2.73513528), array(2.49294291), array(2.679398), 3.9245920982285454, 3.8583387215877143, array(2.55600296), 3.765749846258439, array(2.33709699), array(2.56263129), 3.9247291767173644, 3.9245543388892616, array(2.7788698), array(2.50724276), array(2.69312044), array(2.79512635), array(2.5968785), 3.9245790556971767, array(2.7067583), 1.038971272254296]"
Hybrid,14,2.764843058010105,0.75,1.0,1.0,"[3.8775308980366265, array(2.65413238), 3.8107879368668076, array(2.58870919), 3.879800100864339, 3.9193254762086323, 1.4372507813578248, array(2.5470584), array(2.73114216), 1.324049384756779, array(2.7283335), 1.506248494791712, array(2.48693455), array(2.8212697), array(2.71023011), array(2.70415813), array(2.56880877), 3.911944777570328, array(2.69740766), array(2.39173876)]"
Hybrid,15,2.8672759176552676,0.8,1.0,1.0,"[1.3031569648281836, array(2.99221881), array(2.67019597), 3.924515432424242, array(2.75146678), array(2.6201811), 3.9237007129390506, array(2.81572014), array(2.60613632), array(2.66647002), array(2.62257967), array(2.69653), 3.8743745163850782, array(2.64606533), array(2.93393906), array(2.5773014), array(2.57416863), array(2.54136303), array(2.68094616), 3.924488321420016]"
Hybrid,16,2.793694435877952,0.8,1.0,1.0,"[array(2.65697439), array(2.84098819), array(2.52532503), 1.7010553737099907, 3.924429100209421, array(2.90617155), 3.888162765572228, array(2.33918651), array(2.56032749), 2.0956899287683193, array(3.15703605), array(2.81635464), array(2.39389842), array(2.88871708), array(2.66864762), array(2.45360387), array(2.7348168), array(2.70661255), 3.905484103173377, array(2.71040725)]"
Hybrid,17,2.839544175079496,0.85,1.0,1.0,"[3.9245064857670156, array(2.44155551), 3.924514906489162, array(2.56768986), array(2.73868711), array(2.73410912), array(2.60534984), array(2.61990808), array(2.71416749), array(2.55526447), array(2.99955007), array(2.35344161), array(2.64930974), array(2.7213113), array(2.85636797), array(2.57021759), 3.906824297988808, array(2.60054111), array(2.62313971), array(2.68442723)]"
Hybrid,18,2.933860317011773,0.75,1.0,1.0,"[array(2.80102983), array(2.63365681), array(2.52544959), array(2.69970055), array(2.39315075), 1.8088004560665303, array(2.69368476), 3.9244807386935743, array(2.73967067), array(2.70019468), 3.924608802163798, 3.915714501839147, array(2.85071543), 3.9168552611792875, array(2.85174125), array(2.82568134), array(2.77467427), array(2.45523431), 3.826055213719003, array(2.41610714)]"
Hybrid,19,2.9058433773774666,0.7,1.0,1.0,"[array(2.34559058), array(2.94873398), 3.919507023463357, 3.76362116866308, 1.3880459016450106, array(2.48084149), array(2.75211659), array(2.70762344), array(3.04987988), 3.9245204218371765, 3.924483923756373, array(2.33342656), array(2.79693036), array(2.40139752), array(2.67981195), array(2.8495149), 3.9245927299763426, array(2.78668848), array(2.67690491), array(2.46263574)]"
Hybrid,20,3.153883045521906,0.55,1.0,1.0,"[array(2.79790937), array(2.7655445), 3.920695039122302, 1.7058143457618569, array(2.63230971), array(3.04161311), 3.9194222105638175, array(2.89311257), 3.8932330228585585, array(2.54056502), 3.9244828072428466, array(2.73882346), array(2.59234217), 3.921205795508899, array(2.69865462), array(2.76098214), 3.9203996392079326, 3.9241622703471455, array(2.5610036), 3.9253855155419726]"
4 Iron,-20,2.404318030488178,1.0,1.0,1.0,"[2.3780662091975624, array(2.64332511), array(2.67407452), 2.2626717445012514, array(2.57372258), array(2.7084666), array(2.56149821), 1.0202406763436953, 2.4162917524752485, array(2.52910151), 2.171737004840619, array(2.63116772), array(2.49550215), 1.6072724840386043, array(2.65465508), array(2.5151112), array(2.93837544), 2.061070170213355, array(2.61286692), array(2.63114353)]"
4 Iron,-19,2.5282292506426938,1.0,1.0,1.0,"[array(2.57419643), array(2.39838874), array(2.65041854), 1.9234914699406098, array(2.58825362), array(2.60814199), 2.0571356910309047, array(2.60370992), array(2.61704281), 2.5000836561842354, array(2.54673105), array(2.59738393), array(2.66579941), array(2.78482322), array(2.74581463), array(2.53655379), array(2.46750944), array(2.68341335), array(2.49768409), array(2.51800923)]"
4 Iron,-18,2.47218158041223,1.0,1.0,1.0,"[array(2.51290417), array(2.77261614), array(2.54170957), array(2.57160063), array(2.65842929), array(2.47846435), array(2.59318846), array(2.61794915), array(2.47970328), 2.170771505798884, array(2.50183597), 1.9600195764603197, 2.2535929903551906, array(2.47473434), array(2.74731982), array(2.52993193), array(2.43087147), 2.308040218912941, 2.061685153398658, array(2.77826359)]"
4 Iron,-17,2.4937272161767736,0.9,1.0,1.0,"[array(2.51429361), array(2.56691412), array(2.50372381), 1.8414249037577146, 2.08554141373224, array(2.63519764), 1.6134042550733916, array(2.66461878), array(2.66370248), array(2.65264102), array(3.03564123), array(2.47514461), array(2.61025991), array(3.08348406), 2.3938475162953132, array(2.65766718), array(2.40566311), array(2.64272246), 2.0615070406325424, array(2.76714517)]"
4 Iron,-16,2.31842164577307,1.0,1.0,1.0,"[1.417824841749908, array(2.48919413), 2.0881557085463216, array(2.61113258), 2.4397168458507776, array(2.61939398), 1.6606458344370378, 1.7687939785994078, array(2.60002158), array(2.78679531), array(2.51212914), 1.2692151194819465, array(2.51113865), array(2.57179601), array(2.56574094), 1.858637103381595, array(2.71536814), 2.616921438237684, array(2.60208229), array(2.66372929)]"
4 Iron,-15,2.1998044528203513,0.95,1.0,1.0,"[array(2.70555918), array(2.39018457), 2.287336033123419, array(2.56801805), 2.0789938958205934, array(2.48241336), 1.7432724292950366, 1.6327956421798173, array(2.52126493), 1.4447044900448043, array(3.01613498), 2.2524238183972214, 1.500017284433871, 1.9178749098223389, array(2.54092088), array(2.44331275), 2.1130884739623164, array(2.55212442), 1.3396987840219112, array(2.46595017)]"
4 Iron,-14,2.4679439410292314,1.0,1.0,1.0,"[array(2.54994095), 1.7015121411086296, array(2.56996436), array(2.513267), array(2.51125251), array(2.67193392), 1.835297404408891, array(2.39422744), array(2.95539469), array(2.66201493), array(2.54657172), array(2.72904113), array(2.56323967), 2.570244979481322, array(2.80142463), array(2.58903762), array(2.59184767), 2.295720315142942, 1.3461901570950305, array(2.96075557)]"
4 Iron,-13,2.29405090583437,1.0,1.0,1.0,"[array(2.54327801), 2.010369906903131, array(2.59934238), 2.6014321727848855, array(2.61576549), array(2.46572962), array(2.50152716), 1.2820061036499653, 2.10557628893714, array(2.57961951), 2.3903095220422177, 2.396275190675446, 2.1054749418691743, 1.2495485260531138, array(2.53524561), 2.3744911020548702, 1.7535099340374138, array(2.77059708), array(2.46262696), array(2.5382926)]"
4 Iron,-12,2.2399749155141544,1.0,1.0,1.0,"[1.8469533863666148, array(2.62247342), array(2.33398922), array(2.45332232), 2.5230695538332104, 2.0326207641866723, array(2.62478452), 2.036936402801701, 1.3454250774917687, array(2.61574418), 2.123663138028457, 2.445751496273011, 1.5073964126966262, 1.7120204045473688, array(2.51919352), array(2.59072548), array(2.70155727), array(2.84682205), 2.057249541758315, 1.8598001597127745]"
4 Iron,-11,2.40736308045314,1.0,1.0,1.0,"[array(2.4790063), 2.3162747992599892, 2.3096718996839116, 2.203551955010156, array(2.58108999), 1.7472224289181366, array(2.67109179), array(2.4596423), array(2.50260778), array(2.67522401), array(2.55739946), array(2.44633917), array(2.55097829), array(2.54254973), array(2.52633362), 1.448661039224692, 2.4568317725513746, array(2.49839921), 2.4839681058631293, array(2.69041796)]"
4 Iron,-10,2.2782048825341574,1.0,1.0,1.0,"[array(2.63810613), 2.1453541505482905, array(2.35321788), array(2.54075954), 1.276217676401199, array(2.59202901), 1.9134519260479865, array(2.55935747), 2.332646155294159, array(2.48796134), 2.529377875134418, array(2.75406231), 2.274919586300769, 2.0249277171680076, array(2.64085946), 1.767651221855349, array(2.4503867), 1.791246484985479, 1.8434342620298425, array(2.64813075)]"
4 Iron,-9,2.364939179159033,1.0,1.0,1.0,"[array(2.5298171), 2.35131790099735, array(2.47934652), 2.575596870478687, 1.425087263001626, array(2.35642714), array(2.50044733), 2.499434807548776, 2.350509600318404, array(2.47619109), array(2.56758095), 1.79230177810573, array(2.50214369), array(2.49588887), array(2.52671738), 2.2501819159099883, 1.8625364563452484, 2.3940743281032, array(2.71989954), array(2.64328305)]"
4 Iron,-8,2.366648133452837,1.0,1.0,1.0,"[2.2502475983739663, array(2.54050775), 1.9499365776642548, array(2.46141617), 2.1199186661166793, array(2.47022115), 1.7642526744283553, 2.5013782824005055, array(2.4822577), array(2.57232314), 2.1444979940537334, 2.5475139249247607, array(2.50016142), array(2.51709313), array(2.58741415), array(2.64507885), 2.4849599614593005, 1.5946900301160813, array(2.62138805), array(2.57770545)]"
4 Iron,-7,2.428098554829767,0.9,1.0,1.0,"[array(2.4633051), array(2.63472319), array(2.72778662), array(2.39331229), array(2.61634682), array(2.5433374), array(2.63946318), 1.4042082924846488, array(2.54176361), 1.865828389307418, array(2.67135217), 3.9178149197425127, 1.9104359845606702, 1.7045263042034287, array(2.42226362), 3.924428480682008, 1.839809690306404, array(2.49543027), 1.3423177939038475, array(2.50351698)]"
4 Iron,-6,2.4538016914138607,0.95,1.0,1.0,"[array(2.4539527), array(2.51003496), array(2.52398114), 2.087296441996067, 2.4556870078296416, array(2.70226385), 1.765493934244113, array(2.46582149), 1.4510277147842037, array(2.5074), 2.173394548009039, array(2.53237688), array(2.90669674), 1.854454493945127, 3.8987296067800936, array(2.47295906), array(2.49080529), array(2.57075513), array(2.53504949), array(2.71785336)]"
4 Iron,-5,2.3447013660588008,0.95,1.0,1.0,"[array(2.45419041), 2.291273927047268, 2.3836850188733143, 2.0584685255095287, 2.2025189743180924, array(2.60235618), array(2.53993165), array(2.54801377), 1.492855746611089, array(2.45198229), 1.52801889534962, array(2.62198527), 3.8011590982875, array(2.42904623), array(2.58115247), array(2.43912533), array(2.41703935), 2.5047031906443324, 1.3602455921006005, 2.186275395290371]"
4 Iron,-4,2.3088841831188534,0.95,1.0,1.0,"[array(2.59943818), array(2.60815593), array(2.45579403), 2.0054155417407085, 1.705429891487335, 2.1697775132881874, 2.382631357513788, 1.465341912985417, array(2.50718792), 1.5342936277115011, array(2.48117452), array(2.48009205), 3.9251653380107574, array(2.49611036), array(2.88955079), 1.0460850837523583, 1.9653252755648278, array(2.55425509), 2.363805195581704, array(2.54265405)]"
4 Iron,-3,2.3591118903412602,0.95,1.0,1.0,"[2.262454409226996, array(2.50307664), 1.774472915858704, array(2.52332059), 2.6278114719073136, array(2.57081633), array(2.52062937), 1.83776984902079, array(2.53002751), array(2.47568489), array(2.63213395), 1.9694093082817206, 2.194429243131659, 1.2531530365970158, array(2.72572186), array(2.4830454), array(2.66760001), 1.29482965894216, array(2.4737932), 3.8620581672032177]"
4 Iron,-2,2.2012815138601827,1.0,1.0,1.0,"[1.7115074664327194, 1.4828450088100014, array(2.4480547), 2.400492846238759, 2.0433746606259753, 1.802931146825847, array(2.43172005), array(2.54486718), array(2.50969022), array(2.55022626), 1.4373872767779963, array(2.59235654), array(2.4872772), array(2.34170106), 1.3108706320352401, array(2.44021868), array(2.53493152), 2.297885633250071, 2.1412264255171825, array(2.51606578)]"
4 Iron,-1,2.239917110209316,1.0,1.0,1.0,"[array(2.48275606), array(2.41134032), array(2.55647134), array(2.48212786), 1.912699331620347, 1.940282369378504, 1.1764734788382623, array(2.68434146), array(2.48639372), array(2.50127652), array(2.4236265), 1.094226788992056, 1.9139482492868642, 2.5047155368068035, array(2.3726371), array(2.51866616), array(2.59682825), 1.931615458387454, 2.3194696818632, array(2.48844602)]"
4 Iron,0,2.6342565523959456,0.75,1.0,1.0,"[1.849845391957259, 1.3026336004591772, array(2.4799369), array(2.52079702), array(2.54033133), 2.090814192262571, array(2.57852277), 1.1884527607842548, array(2.66200421), 3.924494559602961, array(2.33009271), 3.924493656195495, 3.9007371929731787, array(3.14493974), array(2.46263566), array(2.81880725), 3.8314215377656518, 1.897470805406029, array(2.73299737), array(2.50370238)]"
4 Iron,1,2.3218378216091926,1.0,1.0,1.0,"[array(2.47259146), 1.385711671576506, 1.705383765582631, array(2.48658255), array(2.59065917), 2.505503665943274, 2.167935199719565, array(2.6615422), 1.8487693300939276, array(2.46962149), 2.418390855149792, 2.5377881917524507, array(2.46488535), array(2.56640005), array(2.43844434), 1.316820617031799, array(2.61964368), array(2.52037301), array(2.71016567), array(2.54954416)]"
4 Iron,2,2.374048601782635,0.9,1.0,1.0,"[array(2.46805037), array(2.74656325), 1.636798519430369, 1.1271054947837007, array(2.55869288), 2.448191770506628, 1.493980473125239, array(2.54149838), array(2.37884904), array(2.53765901), 3.70271293928867, 3.9256087036982876, array(2.53294511), array(2.66446061), 1.5767883505237623, 1.967283019784054, array(2.83175664), 2.2934150042389203, array(2.75566563), 1.2929468322639708]"
4 Iron,3,2.6288462183302204,0.85,1.0,1.0,"[array(2.54889888), array(2.43411575), array(2.49671998), array(2.63920192), array(2.35981946), array(2.52471966), array(2.56763842), array(2.48821378), 3.9180599944238836, array(2.49094689), 1.4745950956159855, array(2.47432258), array(2.4645282), 2.085068919291609, array(2.52765403), 3.831827282938518, array(2.43806101), array(2.43958368), 3.833117722057734, 2.5398311217461824]"
4 Iron,4,2.705614455755858,0.75,1.0,1.0,"[array(2.52777548), array(2.46081828), 3.9244268248741125, 1.6502450695606496, 1.6405686885691226, array(2.46411242), 3.922612784283553, array(2.33412397), 1.9305689844985514, array(2.72766349), 3.869716404723185, array(2.75205879), 1.188001378440762, array(2.64442829), 3.9170221682476267, array(2.78234238), array(2.46807162), array(2.46571919), array(2.54015646), 3.9018564503834083]"
4 Iron,5,2.4783610804759824,0.9,1.0,1.0,"[1.2396231098098636, array(2.43287698), 3.9254950631709113, array(2.73566396), 2.273024634856443, array(2.46830642), array(2.46680638), array(2.63410277), array(2.39559658), array(2.59613861), array(2.54838923), array(2.75765617), array(2.55757), array(2.35784372), array(2.63380691), 1.1494268781225139, 3.9119681115355065, array(2.64435649), 1.1886250121877855, array(2.64994458)]"
4 Iron,6,2.4441852303007088,0.9,1.0,1.0,"[array(2.47164081), 1.6447003726640068, array(2.63420205), 2.5504033245404893, array(2.48744248), array(2.45147543), array(2.43366183), 1.904638175238477, array(2.52183726), array(2.44797464), 2.1229099187734355, array(2.86151922), 3.904463703477018, 3.8836825717763714, 1.2837617436312894, 1.6062934772068973, 2.496271467756769, array(2.63611644), 2.042857431838188, 2.497852251269776]"
4 Iron,7,2.6286825157157105,0.8,1.0,1.0,"[3.924416102620505, 1.980963582096576, array(2.57973338), array(2.69312929), array(2.50221733), 1.8902049862027899, array(2.56110005), 1.200736455838023, 2.404244345503045, array(2.67505225), 3.8562543230445505, 3.91809089411371, array(2.46202381), 2.076338436291472, array(2.57191757), 1.176988192886744, array(2.42943274), array(2.75448487), 3.9248320012576903, array(2.9914897)]"
4 Iron,8,2.4268273148681065,0.9,1.0,1.0,"[1.2609744005512142, array(2.58534867), 2.2899843401101383, 3.92523159525234, 1.620238617293606, array(2.50764856), array(2.63904715), array(2.66341191), 1.1701707327536148, 3.9255472099648725, 2.1428130286658345, array(2.43078354), array(2.49872443), 2.641033412793515, array(2.71723506), 1.7585893293424062, 2.254293990435898, array(2.47475309), array(2.47332289), array(2.55739435)]"
4 Iron,9,2.4503996540285473,0.9,1.0,1.0,"[3.922995105001037, 1.8004747174345734, 1.8724836159581955, array(2.6950022), array(2.62629949), 1.7260179311980295, array(2.65491905), array(2.62285536), 2.161036718079194, array(2.60045718), array(2.46263793), 1.0572629048471052, array(2.6424039), 1.2669479676625623, array(2.92909047), array(2.5862348), 3.9164012280554963, array(2.51797112), array(2.36872848), array(2.5777729)]"
4 Iron,10,2.672982397031443,0.85,1.0,1.0,"[array(2.53572163), array(2.46800491), array(2.49021312), array(2.40197603), 1.822682461973113, 3.924851334303754, array(2.75580281), 2.187398723684956, array(2.99847996), 3.89219664416435, array(2.48378062), array(2.63902254), 2.304964170389411, 2.1936798115792806, array(2.54547066), array(2.95210185), array(2.50179856), 2.19707652314621, array(2.32132306), 3.8431025159142305]"
